compatibility_code,section,reference,reference_prefix,reference_group,reference_family,reference_option,reference_variant,options,source_line
0208,STRAIGHT MULTI-UNIT,48.312.207.02-2,48,312,207,02,2,"2,5|3,9","2,5/3,9                  48.312.207.02-2"
0208,STRAIGHT MULTI-UNIT,48.312.207.03-2,48,312,207,03,2,"3,5|4,9","3,5/4,9                  48.312.207.03-2"
0208,STRAIGHT MULTI-UNIT,48.312.207.04-2,48,312,207,04,2,"4,5|5,9","4,5/5,9                  48.312.207.04-2"
0222,STANDARD DYNAMIC TIBASE,31.320.222.01-2,31,320,222,01,2,30º|1,1                        30º                               -                       31.320.222.01-2                              31.310.222.01-2
0222,STANDARD DYNAMIC TIBASE,31.310.222.01-2,31,310,222,01,2,30º|1,1                        30º                               -                       31.320.222.01-2                              31.310.222.01-2
0222,STANDARD DYNAMIC TIBASE,31.320.222.02-2,31,320,222,02,2,25º|2,2                         25º                              -                      31.320.222.02-2                               31.310.222.02-2
0222,STANDARD DYNAMIC TIBASE,31.310.222.02-2,31,310,222,02,2,25º|2,2                         25º                              -                      31.320.222.02-2                               31.310.222.02-2
0222,STANDARD DYNAMIC TIBASE,31.320.222.03-2,31,320,222,03,2,20º|3,3                        20º                               -                      31.320.222.03-2                               31.310.222.03-2
0222,STANDARD DYNAMIC TIBASE,31.310.222.03-2,31,310,222,03,2,20º|3,3                        20º                               -                      31.320.222.03-2                               31.310.222.03-2
0222,SCANBODY,30.410.006.01-2,30,410,006,01,2,,30.410.006.01-2
0222,SCANBODY,33.315.604.01-2,33,315,604,01,2,3,3                                                 33.315.604.01-2                                             34.610.222.01-2
0222,SCANBODY,34.610.222.01-2,34,610,222,01,2,3,3                                                 33.315.604.01-2                                             34.610.222.01-2
0222,SCANBODY,33.415.604.01-2,33,415,604,01,2,25º|4,4                       25º                       33.415.604.01-2
0222,SCANBODY,33.615.604.01-2,33,615,604,01,2,6,6                                                 33.615.604.01-2
0222,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                          A
0222,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                          A
0222,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                       13                          A
0222,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0222,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0222,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0222,SCANBODY OP,54.315.222.21-2,54,315,222,21,2,,54.315.222.21-2                                                                                                                                     43.601.103.02-2
0222,SCANBODY OP,43.601.103.02-2,43,601,103,02,2,,54.315.222.21-2                                                                                                                                     43.601.103.02-2
0222,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0222,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0222,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0222,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0222,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
0222,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0222,DYNAMIC,41.316.078.02-2,41,316,078,02,2,24,41.316.078.02-2                                   24                        43.624.201.01-2
0222,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.078.02-2                                   24                        43.624.201.01-2
0222,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0223,STANDARD DYNAMIC TIBASE,31.323.223.01-2,31,323,223,01,2,30º|1,1                        30º                              -                       31.323.223.01-2                              31.313.223.01-2
0223,STANDARD DYNAMIC TIBASE,31.313.223.01-2,31,313,223,01,2,30º|1,1                        30º                              -                       31.323.223.01-2                              31.313.223.01-2
0223,STANDARD DYNAMIC TIBASE,31.323.223.02-2,31,323,223,02,2,25º|15º|2,2                         25º                            15º                       31.323.223.02-2                              31.313.223.02-2
0223,STANDARD DYNAMIC TIBASE,31.313.223.02-2,31,313,223,02,2,25º|15º|2,2                         25º                            15º                       31.323.223.02-2                              31.313.223.02-2
0223,STANDARD DYNAMIC TIBASE,31.323.223.03-2,31,323,223,03,2,20º|10º|3,3                         20º                           10º                        31.323.223.03-2                              31.313.223.03-2
0223,STANDARD DYNAMIC TIBASE,31.313.223.03-2,31,313,223,03,2,20º|10º|3,3                         20º                           10º                        31.323.223.03-2                              31.313.223.03-2
0223,SCANBODY,30.413.002.01-2,30,413,002,01,2,,30.413.002.01-2
0223,SCANBODY,33.315.604.01-2,33,315,604,01,2,3,3                                                 33.315.604.01-2                                             34.613.223.01-2
0223,SCANBODY,34.613.223.01-2,34,613,223,01,2,3,3                                                 33.315.604.01-2                                             34.613.223.01-2
0223,SCANBODY,33.415.604.01-2,33,415,604,01,2,25º|4,4                       25º                       33.415.604.01-2
0223,SCANBODY,33.615.604.01-2,33,615,604,01,2,6,6                                                 33.615.604.01-2
0223,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                          A
0223,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                          A
0223,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                       13                          A
0223,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0223,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0223,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0223,SCANBODY OP,54.315.223.21-2,54,315,223,21,2,,54.315.223.21-2                                                                                                                                     43.601.103.02-2
0223,SCANBODY OP,43.601.103.02-2,43,601,103,02,2,,54.315.223.21-2                                                                                                                                     43.601.103.02-2
0223,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0223,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0223,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0223,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0223,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
0223,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0223,DYNAMIC,41.316.078.02-2,41,316,078,02,2,24,41.316.078.02-2                                   24                        43.624.201.01-2
0223,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.078.02-2                                   24                        43.624.201.01-2
0223,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0229,STANDARD DYNAMIC TIBASE,31.320.229.01-2,31,320,229,01,2,"40º|0,5","0,5                       40º                               -                       31.320.229.01-2                              31.310.229.01-2"
0229,STANDARD DYNAMIC TIBASE,31.310.229.01-2,31,310,229,01,2,"40º|0,5","0,5                       40º                               -                       31.320.229.01-2                              31.310.229.01-2"
0229,SCANBODY,30.410.006.01-2,30,410,006,01,2,,30.410.006.01-2
0229,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0229,DYNAMIC,41.316.064.01-2,41,316,064,01,2,24,41.316.064.01-2                                   24                        43.624.201.01-2
0229,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.064.01-2                                   24                        43.624.201.01-2
0229,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0236,STANDARD DYNAMIC TIBASE,31.322.236.01-2,31,322,236,01,2,"20º|25º|1,5","1,5                       20º                            25º                        31.322.236.01-2                               31.312.236.01-2"
0236,STANDARD DYNAMIC TIBASE,31.312.236.01-2,31,312,236,01,2,"20º|25º|1,5","1,5                       20º                            25º                        31.322.236.01-2                               31.312.236.01-2"
0236,SCANBODY,30.412.001.01-2,30,412,001,01,2,,30.412.001.01-2
0236,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0236,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0236,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                        13                         A
0236,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0236,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0236,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0236,SCANBODY OP,54.315.236.21-2,54,315,236,21,2,,54.315.236.21-2                                                                                                                                     43.601.103.02-2
0236,SCANBODY OP,43.601.103.02-2,43,601,103,02,2,,54.315.236.21-2                                                                                                                                     43.601.103.02-2
0236,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0236,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0236,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0236,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0236,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
0236,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0236,DYNAMIC,41.316.075.01-2,41,316,075,01,2,24,41.316.075.01-2                                  24                        43.624.201.01-2
0236,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.075.01-2                                  24                        43.624.201.01-2
0236,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0242,STANDARD DYNAMIC TIBASE,31.323.242.01-2,31,323,242,01,2,"40º|0,5","0,5                       40º                               -                       31.323.242.01-2                                            -"
0242,SCANBODY,30.413.005.01-2,30,413,005,01,2,,30.413.005.01-2
0242,SCANBODY,33.370.716.01-2,33,370,716,01,2,3,3                                                 33.370.716.01-2                                             34.613.242.01-2
0242,SCANBODY,34.613.242.01-2,34,613,242,01,2,3,3                                                 33.370.716.01-2                                             34.613.242.01-2
0242,SCANBODY,33.470.716.01-2,33,470,716,01,2,25º|4,4                       25º                       33.470.716.01-2
0242,SCANBODY,33.670.716.01-2,33,670,716,01,2,6,6                                                 33.670.716.01-2
0242,SCANBODY REFERENCE,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0242,SCANBODY REFERENCE,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0242,SCANBODY REFERENCE,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                        13                         A
0242,SCANBODY REFERENCE,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0242,SCANBODY REFERENCE,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0242,SCANBODY REFERENCE,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0242,SCANBODY REFERENCE,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0242,SCANBODY REFERENCE,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0242,SCANBODY REFERENCE,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0242,SCANBODY REFERENCE,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0242,SCANBODY REFERENCE,54.322.242.31-2,54,322,242,31,2,,54.322.242.31-2                                                                                                                                     43.601.104.01-2
0242,SCANBODY REFERENCE,43.601.104.01-2,43,601,104,01,2,,54.322.242.31-2                                                                                                                                     43.601.104.01-2
0242,SCANBODY REFERENCE,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
0242,SCANBODY REFERENCE,49.418.000.01-2,49,418,000,01,2,"3,8","49.418.000.01-2                                      3,8                  Regular"
0242,SCANBODY REFERENCE,49.418.000.02-2,49,418,000,02,2,"3,8","49.418.000.02-2                                       3,8                        Wide"
0242,SCANBODY REFERENCE,49.419.000.01-2,49,419,000,01,2,6,49.419.000.01-2                                        6                  Regular
0242,SCANBODY REFERENCE,49.419.000.02-2,49,419,000,02,2,6,49.419.000.02-2                                         6                        Wide
0242,SCANBODY REFERENCE,49.420.000.01-2,49,420,000,01,2,8,49.420.000.01-2                                         8                  Regular
0242,SCANBODY REFERENCE,49.420.000.02-2,49,420,000,02,2,8,49.420.000.02-2                                         8                        Wide
0242,DYNAMIC                                       DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                    43.618.201.01-2
0242,DYNAMIC                                       DYNAMIC,41.318.045.01-2,41,318,045,01,2,24,41.318.045.01-2                              41.318.055.01-2                                      24                     43.624.201.01-2
0242,DYNAMIC                                       DYNAMIC,41.318.055.01-2,41,318,055,01,2,24,41.318.045.01-2                              41.318.055.01-2                                      24                     43.624.201.01-2
0242,DYNAMIC                                       DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.318.045.01-2                              41.318.055.01-2                                      24                     43.624.201.01-2
0242,DYNAMIC                                       DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                     43.632.201.01-2
0243,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0243,DYNAMIC,41.316.084.01-2,41,316,084,01,2,24,41.316.084.01-2                                   24                        43.624.201.01-2
0243,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.084.01-2                                   24                        43.624.201.01-2
0243,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0243,STRAIGHT,40.316.003.01-2,40,316,003,01,2,1.20,40.316.003.01-2                            Hex. 1.20                        43.601.103.02-2
0243,STRAIGHT,43.601.103.02-2,43,601,103,02,2,1.20,40.316.003.01-2                            Hex. 1.20                        43.601.103.02-2
0243,STRAIGHT MULTI-UNIT,42.303.243.02-2,42,303,243,02,2,2,2                    42.303.243.02-2
0243,STRAIGHT MULTI-UNIT,42.303.243.03-2,42,303,243,03,2,3,3                    42.303.243.03-2
0245,STANDARD DYNAMIC TIBASE,31.323.245.01-2,31,323,245,01,2,"40º|0,6","0,6                       40º                               -                       31.323.245.01-2                                            -"
0245,SCANBODY,30.413.005.01-2,30,413,005,01,2,,30.413.005.01-2
0245,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0245,DYNAMIC,41.314.039.01-2,41,314,039,01,2,24,41.314.039.01-2                                  24                        43.624.201.01-2
0245,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.314.039.01-2                                  24                        43.624.201.01-2
0245,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0246,STANDARD DYNAMIC TIBASE,31.322.246.01-2,31,322,246,01,2,25º|1,1                         25º                              -                       31.322.246.01-2                              31.312.246.01-2
0246,STANDARD DYNAMIC TIBASE,31.312.246.01-2,31,312,246,01,2,25º|1,1                         25º                              -                       31.322.246.01-2                              31.312.246.01-2
0246,STANDARD DYNAMIC TIBASE,31.322.246.02-2,31,322,246,02,2,25º|2,2                         25º                              -                      31.322.246.02-2                               31.312.246.02-2
0246,STANDARD DYNAMIC TIBASE,31.312.246.02-2,31,312,246,02,2,25º|2,2                         25º                              -                      31.322.246.02-2                               31.312.246.02-2
0246,SCANBODY,30.412.001.01-2,30,412,001,01,2,,30.412.001.01-2
0246,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0246,DYNAMIC,41.318.080.01-2,41,318,080,01,2,24,41.318.080.01-2                                   24                        43.624.201.01-2
0246,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.318.080.01-2                                   24                        43.624.201.01-2
0246,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0247,STANDARD DYNAMIC TIBASE,31.323.247.01-2,31,323,247,01,2,"40º|0,3","0,3                       40º                               -                       31.323.247.01-2                                            -"
0247,SCANBODY,30.413.005.01-2,30,413,005,01,2,,30.413.005.01-2
0247,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0247,DYNAMIC,41.316.040.01-2,41,316,040,01,2,24,41.316.040.01-2                                   24                        43.624.201.01-2
0247,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.040.01-2                                   24                        43.624.201.01-2
0247,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0249,STANDARD DYNAMIC TIBASE,31.320.249.01-2,31,320,249,01,2,40º|1,1                        40º                               -                       31.320.249.01-2                               31.310.249.01-2
0249,STANDARD DYNAMIC TIBASE,31.310.249.01-2,31,310,249,01,2,40º|1,1                        40º                               -                       31.320.249.01-2                               31.310.249.01-2
0249,SCREWDRIVER,52.410.128.01-2,52,410,128,01,2,10,10                     52.410.128.01-2                                   50.310.249.03-2                                   43.621.415.01-2
0249,SCREWDRIVER,50.310.249.03-2,50,310,249,03,2,10,10                     52.410.128.01-2                                   50.310.249.03-2                                   43.621.415.01-2
0249,SCREWDRIVER,43.621.415.01-2,43,621,415,01,2,10,10                     52.410.128.01-2                                   50.310.249.03-2                                   43.621.415.01-2
0249,SCANBODY,30.410.006.01-2,30,410,006,01,2,,30.410.006.01-2
0249,SCANBODY,33.315.804.01-2,33,315,804,01,2,3,3                                                 33.315.804.01-2                                             34.610.249.01-2
0249,SCANBODY,34.610.249.01-2,34,610,249,01,2,3,3                                                 33.315.804.01-2                                             34.610.249.01-2
0249,SCANBODY,33.415.804.01-2,33,415,804,01,2,25º|4,4                       25º                       33.415.804.01-2
0249,SCANBODY,33.615.804.01-2,33,615,804,01,2,6,6                                                 33.615.804.01-2
0249,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0249,DYNAMIC,41.314.080.01-2,41,314,080,01,2,24,41.314.080.01-2                                   24                        43.624.201.01-2
0249,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.314.080.01-2                                   24                        43.624.201.01-2
0249,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0249,STRAIGHT,40.314.003.08-2,40,314,003,08,2,"1,20","40.314.003.08-2                            Hex 1,20                        43.601.103.02-2"
0249,STRAIGHT,43.601.103.02-2,43,601,103,02,2,"1,20","40.314.003.08-2                            Hex 1,20                        43.601.103.02-2"
0251,STANDARD DYNAMIC TIBASE,31.322.251.01-2,31,322,251,01,2,40º|25º|1,1                        40º                            25º                        31.322.251.01-2                              31.312.251.01-2
0251,STANDARD DYNAMIC TIBASE,31.312.251.01-2,31,312,251,01,2,40º|25º|1,1                        40º                            25º                        31.322.251.01-2                              31.312.251.01-2
0251,STANDARD DYNAMIC TIBASE,31.322.251.02-2,31,322,251,02,2,"40º|20º|1,5","1,5                       40º                           20º                        31.322.251.02-2                              31.312.251.02-2"
0251,STANDARD DYNAMIC TIBASE,31.312.251.02-2,31,312,251,02,2,"40º|20º|1,5","1,5                       40º                           20º                        31.322.251.02-2                              31.312.251.02-2"
0251,STANDARD DYNAMIC TIBASE,31.322.251.04-2,31,322,251,04,2,25º|10º|3,3                        25º                            10º                        31.322.251.04-2                              31.312.251.04-2
0251,STANDARD DYNAMIC TIBASE,31.312.251.04-2,31,312,251,04,2,25º|10º|3,3                        25º                            10º                        31.322.251.04-2                              31.312.251.04-2
0251,SCANBODY,30.412.001.01-2,30,412,001,01,2,,30.412.001.01-2
0251,ANALOG,34.612.251.01-2,34,612,251,01,2,,34.612.251.01-2
0251,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                          A
0251,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                          A
0251,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                       13                          A
0251,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                        6                          B
0251,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                        9                          B
0251,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                       13                          B
0251,SCANBODY OP,54.315.251.21-2,54,315,251,21,2,,54.315.251.21-2                                                                                                                                      43.601.107.01-2
0251,SCANBODY OP,43.601.107.01-2,43,601,107,01,2,,54.315.251.21-2                                                                                                                                      43.601.107.01-2
0251,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                        6                          C
0251,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                        9                          C
0251,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                       13                          C
0251,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                       13                          D
0251,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                       13                          E
0251,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0251,DYNAMIC,41.316.064.02-2,41,316,064,02,2,24,41.316.064.02-2                                  24                        43.624.201.01-2
0251,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.064.02-2                                  24                        43.624.201.01-2
0251,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0251,STRAIGHT,40.316.007.01-2,40,316,007,01,2,"1,20","40.316.007.01-2                             Hex 1,20                        43.601.107.01-2"
0251,STRAIGHT,43.601.107.01-2,43,601,107,01,2,"1,20","40.316.007.01-2                             Hex 1,20                        43.601.107.01-2"
0251,STRAIGHT MULTI-UNIT,42.302.251.01-2,42,302,251,01,2,1,1                    42.302.251.01-2
0251,STRAIGHT MULTI-UNIT,42.302.251.02-2,42,302,251,02,2,2,2                    42.302.251.02-2
0251,STRAIGHT MULTI-UNIT,42.302.251.03-2,42,302,251,03,2,3,3                    42.302.251.03-2
0251,STRAIGHT MULTI-UNIT,42.302.251.04-2,42,302,251,04,2,4,4                    42.302.251.04-2
0257,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0257,DYNAMIC,41.318.065.01-2,41,318,065,01,2,24,41.318.065.01-2                                   24                        43.624.201.01-2
0257,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.318.065.01-2                                   24                        43.624.201.01-2
0257,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0257,STRAIGHT,40.318.003.01-2,40,318,003,01,2,1.20,40.318.003.01-2                            Hex. 1.20                        43.601.103.02-2
0257,STRAIGHT,43.601.103.02-2,43,601,103,02,2,1.20,40.318.003.01-2                            Hex. 1.20                        43.601.103.02-2
0257,STRAIGHT MULTI-UNIT,42.302.257.01-2,42,302,257,01,2,1,1                     42.302.257.01-2
0257,STRAIGHT MULTI-UNIT,42.302.257.02-2,42,302,257,02,2,2,2                     42.302.257.02-2
0257,STRAIGHT MULTI-UNIT,42.302.257.03-2,42,302,257,03,2,3,3                     42.302.257.03-2
0257,STRAIGHT MULTI-UNIT,42.302.257.04-2,42,302,257,04,2,4,4                     42.302.257.04-2
0258,STANDARD DYNAMIC TIBASE,31.323.025.01-2,31,323,025,01,2,"45º|30º|0,3","0,3                       45º                            30º                       31.323.025.01-2                                             -"
0258,STANDARD DYNAMIC TIBASE,31.323.025.21-2,31,323,025,21,2,"30º|25º|10º|0,3","0,3                       30º                            25º                            10º                    31.323.025.21-2                                              -"
0258,SCREWDRIVER,52.408.112.01-2,52,408,112,01,2,8,8                     52.408.112.01-2
0258,SCREWDRIVER,50.313.025.02-2,50,313,025,02,2,,50.313.025.02-2                               43.621.410.01-2
0258,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,50.313.025.02-2                               43.621.410.01-2
0258,SCREWDRIVER,50.313.025.01-2,50,313,025,01,2,,50.313.025.01-2                               43.624.410.01-2
0258,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,50.313.025.01-2                               43.624.410.01-2
0258,SCREWDRIVER,52.410.111.01-2,52,410,111,01,2,10,10                     52.410.111.01-2                                                                                 43.620.411.01-2
0258,SCREWDRIVER,43.620.411.01-2,43,620,411,01,2,10,10                     52.410.111.01-2                                                                                 43.620.411.01-2
0258,LAB                                            MINI,30.413.005.01-2,30,413,005,01,2,,30.413.005.01-2                               53.413.025.01-2                                   23.413.025.01-2
0258,LAB                                            MINI,53.413.025.01-2,53,413,025,01,2,,30.413.005.01-2                               53.413.025.01-2                                   23.413.025.01-2
0258,LAB                                            MINI,23.413.025.01-2,23,413,025,01,2,,30.413.005.01-2                               53.413.025.01-2                                   23.413.025.01-2
0258,LAB                                            MINI,33.390.716.01-2,33,390,716,01,2,3,3                                                 33.390.716.01-2                                             34.613.025.01-2                                 22.613.025.01-2
0258,LAB                                            MINI,34.613.025.01-2,34,613,025,01,2,3,3                                                 33.390.716.01-2                                             34.613.025.01-2                                 22.613.025.01-2
0258,LAB                                            MINI,22.613.025.01-2,22,613,025,01,2,3,3                                                 33.390.716.01-2                                             34.613.025.01-2                                 22.613.025.01-2
0258,LAB                                            MINI,33.490.716.01-2,33,490,716,01,2,30º|4,4                       30º                       33.490.716.01-2
0258,LAB                                            MINI,33.690.716.01-2,33,690,716,01,2,6,6                                                 33.690.716.01-2
0258,SCANBODY REFERENCE,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0258,SCANBODY REFERENCE,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0258,SCANBODY REFERENCE,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                        13                         A
0258,SCANBODY REFERENCE,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0258,SCANBODY REFERENCE,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0258,SCANBODY REFERENCE,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0258,SCANBODY REFERENCE,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0258,SCANBODY REFERENCE,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0258,SCANBODY REFERENCE,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0258,SCANBODY REFERENCE,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0258,SCANBODY REFERENCE,54.322.025.31-2,54,322,025,31,2,,54.322.025.31-2                                                                                                                                      43.625.108.01-2
0258,SCANBODY REFERENCE,43.625.108.01-2,43,625,108,01,2,,54.322.025.31-2                                                                                                                                      43.625.108.01-2
0258,SCANBODY REFERENCE,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
0258,SCANBODY REFERENCE,49.418.000.01-2,49,418,000,01,2,"3,8","49.418.000.01-2                                      3,8                  Regular"
0258,SCANBODY REFERENCE,49.418.000.02-2,49,418,000,02,2,"3,8","49.418.000.02-2                                       3,8                        Wide"
0258,SCANBODY REFERENCE,49.419.000.01-2,49,419,000,01,2,6,49.419.000.01-2                                        6                  Regular
0258,SCANBODY REFERENCE,49.419.000.02-2,49,419,000,02,2,6,49.419.000.02-2                                         6                        Wide
