reference,reference_num,name,ean13
31.323.245.01-2,31323245012,Dynamic TiBase R G0.6 Comp.0245,843567351005
31.322.040.21-2,31322040212,Dynamic TiBase R G0.6 HC9 Comp.0040,843656873543
31.322.040.21-2,31322040212,Dynamic TiBase R G0.6 HC9 Comp.0040,843656873543
31.323.048.21-2,31323048212,Dynamic TiBase R G0.6 HC9 Comp.0048,843567350648
31.323.013.01-2,31323013012,Dynamic TiBase R G0.7 Comp.0013,843656873057
31.323.017.01-2,31323017012,Dynamic TiBase R G0.7 Comp.0017,843656873086
31.322.038.01-2,31322038012,Dynamic TiBase R G0.7 Comp.0038,843656873139
31.323.039.01-2,31323039012,Dynamic TiBase R G0.7 Comp.0039,843656873140
31.324.059.01-2,31324059012,Dynamic TiBase R G0.7 Comp.0059,843656873048
31.323.017.21-2,31323017212,Dynamic TiBase R G0.7 HC9 Comp.0017,843656873687
31.322.038.21-2,31322038212,Dynamic TiBase R G0.7 HC9 Comp.0038,843656873689
31.323.039.21-2,31323039212,Dynamic TiBase R G0.7 HC9 Comp.0039,843656873574
31.322.016.01-2,31322016012,Dynamic TiBase R G0.8 Comp.0016,843656873085
31.322.019.01-2,31322019012,Dynamic TiBase R G0.8 Comp.0019,843656873089
31.322.191.01-2,31322191012,Dynamic TiBase R G0.8 Comp.0191,843656873850
31.323.069.01-2,31323069012,Dynamic TiBase R G0.9 Comp.0069,
31.322.167.01-2,31322167012,Dynamic TiBase R G0.9 Comp.0167,843567350366
31.323.004.01-2,31323004012,Dynamic TiBase R G1 Comp.0004,843656873029
31.324.005.01-2,31324005012,Dynamic TiBase R G1 Comp.0005,843656873030
31.322.009.03-2,31322009032,Dynamic TiBase R G1 Comp.0009,843656873821
31.322.009.03-2,31322009032,Dynamic TiBase R G1 Comp.0009,843656873821
31.323.010.02-2,31323010022,Dynamic TiBase R G1 Comp.0010,
31.322.044.01-2,31322044012,Dynamic TiBase R G1 Comp.0044,843656873073
31.323.045.01-2,31323045012,Dynamic TiBase R G1 Comp.0045,843656873074
31.324.046.01-2,31324046012,Dynamic TiBase R G1 Comp.0046,843656873075
31.322.075.01-2,31322075012,Dynamic TiBase R G1 Comp.0075,843656873229
31.325.086.01-2,31325086012,Dynamic TiBase R G1 Comp.0086,843656873636
31.325.092.01-2,31325092012,Dynamic TiBase R G1 Comp.0092,843656873613
31.323.121.01-2,31323121012,"Dynamic TiBase R G1 Comp.0120, 0121",843656873054
31.323.165.01-2,31323165012,Dynamic TiBase R G1 Comp.0165,843656873224
31.323.223.01-2,31323223012,Dynamic TiBase R G1 Comp.0223,843567351327
31.322.246.01-2,31322246012,Dynamic TiBase R G1 Comp.0246,843567351001
31.322.003.23-2,31322003232,Dynamic TiBase R G1 HC9 Comp.0003,843567350358
31.322.003.23-2,31322003232,Dynamic TiBase R G1 HC9 Comp.0003,843567350358
31.323.004.21-2,31323004212,Dynamic TiBase R G1 HC9 Comp.0004,843656873666
31.324.005.21-2,31324005212,Dynamic TiBase R G1 HC9 Comp.0005,843656873667
31.323.015.27-2,31323015272,Dynamic TiBase R G1 HC9 Comp.0015,843567351188
31.323.024.23-2,31323024232,Dynamic TiBase R G1 HC9 Comp.0024,843656873822
31.323.024.23-2,31323024232,Dynamic TiBase R G1 HC9 Comp.0024,843656873822
31.322.040.29-2,31322040292,Dynamic TiBase R G1 HC9 Comp.0040,843656873954
31.322.040.29-2,31322040292,Dynamic TiBase R G1 HC9 Comp.0040,843656873954
31.322.044.21-2,31322044212,Dynamic TiBase R G1 HC9 Comp.0044,843656873692
31.323.045.21-2,31323045212,Dynamic TiBase R G1 HC9 Comp.0045,843656873678
31.324.046.21-2,31324046212,Dynamic TiBase R G1 HC9 Comp.0046,843656873677
31.322.075.21-2,31322075212,Dynamic TiBase R G1 HC9 Comp.0075,843567350486
31.322.102.29-2,31322102292,Dynamic TiBase R G1 HC9 Comp.0102,843656873948
31.323.030.01-2,31323030012,Dynamic TiBase R G1.1 Comp.0030,843656873106
31.323.035.01-2,31323035012,Dynamic TiBase R G1.1 Comp.0035,843656873044
31.323.125.01-2,31323125012,Dynamic TiBase R G1.1 Comp.0125,843656873061
31.323.030.21-2,31323030212,Dynamic TiBase R G1.1 HC9 Comp.0030,843656873292
31.323.035.21-2,31323035212,Dynamic TiBase R G1.1 HC9 Comp.0035,843656873459
31.323.125.21-2,31323125212,Dynamic TiBase R G1.1 HC9 Comp.0125,843656873300
31.322.001.02-2,31322001022,Dynamic TiBase R G1.2 Comp.0001,843656873620
31.323.002.02-2,31323002022,Dynamic TiBase R G1.2 Comp.0002,843656873608
31.322.006.01-2,31322006012,Dynamic TiBase R G1.2 Comp.0006,843656873020
31.322.014.01-2,31322014012,Dynamic TiBase R G1.2 Comp.0014,843656873059
31.324.018.01-2,31324018012,Dynamic TiBase R G1.2 Comp.0018,843656873087
31.322.026.02-2,31322026022,Dynamic TiBase R G1.2 Comp.0026,843656873624
31.323.027.02-2,31323027022,Dynamic TiBase R G1.2 Comp.0027,843656873505
31.322.029.01-2,31322029012,Dynamic TiBase R G1.2 Comp.0029,843656873105
31.322.029.01-2,31322029012,Dynamic TiBase R G1.2 Comp.0029,843656873105
31.322.082.01-2,31322082012,Dynamic TiBase R G1.2 Comp.0082,843656873078
31.323.083.01-2,31323083012,Dynamic TiBase R G1.2 Comp.0083,843656873079
31.324.091.01-2,31324091012,Dynamic TiBase R G1.2 Comp.0091,843656873022
31.322.109.01-2,31322109012,Dynamic TiBase R G1.2 Comp.0109,843656873028
31.323.186.01-2,31323186012,Dynamic TiBase R G1.2 Comp.0186,843656873319
31.322.197.01-2,31322197012,Dynamic TiBase R G1.2 Comp.0197,843656873940
31.324.198.01-2,31324198012,Dynamic TiBase R G1.2 Comp.0198,843567350187
31.322.006.21-2,31322006212,Dynamic TiBase R G1.2 HC9 Comp.0006,843656873916
31.322.029.21-2,31322029212,Dynamic TiBase R G1.2 HC9 Comp.0029,843656873572
31.322.029.21-2,31322029212,Dynamic TiBase R G1.2 HC9 Comp.0029,843656873572
31.323.186.21-2,31323186212,Dynamic TiBase R G1.2 HC9 Comp.0186,843567350556
31.323.022.01-2,31323022012,Dynamic TiBase R G1.3 Comp.0022,843656873015
31.322.033.01-2,31322033012,Dynamic TiBase R G1.3 Comp.0033,843656873043
31.323.022.21-2,31323022212,Dynamic TiBase R G1.3 HC9 Comp.0022,843656873307
31.322.033.21-2,31322033212,Dynamic TiBase R G1.3 HC9 Comp.0033,843656873524
31.324.124.01-2,31324124012,Dynamic TiBase R G1.4 Comp.0124,843656873016
31.323.007.01-2,31323007012,Dynamic TiBase R G1.5 Comp.0007,843656873021
31.322.016.02-2,31322016022,Dynamic TiBase R G1.5 Comp.0016,843567350506
31.323.017.02-2,31323017022,Dynamic TiBase R G1.5 Comp.0017,843567350511
31.322.021.01-2,31322021012,Dynamic TiBase R G1.5 Comp.0021,843656873014
31.322.040.02-2,31322040022,Dynamic TiBase R G1.5 Comp.0040,843656873485
31.322.040.02-2,31322040022,Dynamic TiBase R G1.5 Comp.0040,843656873485
31.323.041.02-2,31323041022,Dynamic TiBase R G1.5 Comp.0041,843656873637
31.323.041.02-2,31323041022,Dynamic TiBase R G1.5 Comp.0041,843656873637
31.323.149.01-2,31323149012,Dynamic TiBase R G1.5 Comp.0149,843656873999
31.324.162.01-2,31324162012,Dynamic TiBase R G1.5 Comp.0162,843567350278
31.322.169.02-2,31322169022,Dynamic TiBase R G1.5 Comp.0169,843567350182
31.324.208.01-2,31324208012,Dynamic TiBase R G1.5 Comp.0208,843656873309
31.322.224.02-2,31322224022,Dynamic TiBase R G1.5 Comp.0224,843567351139
31.322.225.02-1,31322225021,Dynamic TiBase R G1.5 Comp.0225,
31.322.225.02-2,31322225022,Dynamic TiBase R G1.5 Comp.0225,843567351142
31.322.236.01-2,31322236012,Dynamic TiBase R G1.5 Comp.0236,843567351190
31.322.251.02-2,31322251022,Dynamic TiBase R G1.5 Comp.0251,843567350524
31.322.265.03-2,31322265032,Dynamic TiBase R G1.5 Comp.0265,843567351204
31.323.007.21-2,31323007212,Dynamic TiBase R G1.5 HC9 Comp.0007,843656873513
31.322.021.21-2,31322021212,Dynamic TiBase R G1.5 HC9 Comp.0021,843656873664
31.323.041.22-2,31323041222,Dynamic TiBase R G1.5 HC9 Comp.0041,843567351341
31.322.169.22-2,31322169222,Dynamic TiBase R G1.5 HC9 Comp.0169,843567351045
31.322.224.22-2,31322224222,Dynamic TiBase R G1.5 HC9 Comp.0224,843567351147
31.322.225.22-1,31322225221,Dynamic TiBase R G1.5 HC9 Comp.0225,
31.322.225.22-2,31322225222,Dynamic TiBase R G1.5 HC9 Comp.0225,843567351151
31.323.015.01-2,31323015012,Dynamic TiBase R G1.7 Comp.0015,843656873081
31.323.015.21-2,31323015212,Dynamic TiBase R G1.7 HC9 Comp.0015,843656873461
31.322.102.01-2,31322102012,Dynamic TiBase R G1.8 Comp.0102,843656873040
31.322.102.21-2,31322102212,Dynamic TiBase R G1.8 HC9 Comp.0102,843656873811
31.322.001.03-2,31322001032,Dynamic TiBase R G2 Comp.0001,843656873561
31.323.004.02-2,31323004022,Dynamic TiBase R G2 Comp.0004,843656873614
31.324.005.02-2,31324005022,Dynamic TiBase R G2 Comp.0005,843656873615
31.322.006.02-2,31322006022,Dynamic TiBase R G2 Comp.0006,843656873839
31.323.007.02-2,31323007022,Dynamic TiBase R G2 Comp.0007,843656873566
31.322.014.02-2,31322014022,Dynamic TiBase R G2 Comp.0014,843656873533
31.322.021.02-2,31322021022,Dynamic TiBase R G2 Comp.0021,843656873609
31.323.022.02-2,31323022022,Dynamic TiBase R G2 Comp.0022,843656873610
31.322.029.02-2,31322029022,Dynamic TiBase R G2 Comp.0029,843656873623
31.322.029.02-2,31322029022,Dynamic TiBase R G2 Comp.0029,843656873623
31.323.030.02-2,31323030022,Dynamic TiBase R G2 Comp.0030,843656873427
31.322.033.02-2,31322033022,Dynamic TiBase R G2 Comp.0033,843656873617
31.323.035.02-2,31323035022,Dynamic TiBase R G2 Comp.0035,843656873462
31.323.039.03-2,31323039032,Dynamic TiBase R G2 Comp.0039,843567350477
31.322.044.02-2,31322044022,Dynamic TiBase R G2 Comp.0044,843567351386
31.323.051.03-2,31323051032,"Dynamic TiBase R G2 Comp.0050, 0051",843567350534
31.322.075.02-2,31322075022,Dynamic TiBase R G2 Comp.0075,843656873679
31.324.091.02-2,31324091022,Dynamic TiBase R G2 Comp.0091,843656873578
31.325.092.02-2,31325092022,Dynamic TiBase R G2 Comp.0092,843567350641
31.323.125.02-2,31323125022,Dynamic TiBase R G2 Comp.0125,843567350625
31.322.197.02-2,31322197022,Dynamic TiBase R G2 Comp.0197,843567350274
31.323.223.02-2,31323223022,Dynamic TiBase R G2 Comp.0223,843567351328
31.322.246.02-2,31322246022,Dynamic TiBase R G2 Comp.0246,843567351003
31.322.265.04-2,31322265042,Dynamic TiBase R G2 Comp.0265,843567351205
31.323.024.24-2,31323024242,Dynamic TiBase R G2 HC9 Comp.0024,843656873845
31.323.024.24-2,31323024242,Dynamic TiBase R G2 HC9 Comp.0024,843656873845
31.323.030.22-2,31323030222,Dynamic TiBase R G2 HC9 Comp.0030,843567351267
31.323.051.23-2,31323051232,Dynamic TiBase R G2 HC9 Comp.0051,843567351270
31.323.015.02-2,31323015022,Dynamic TiBase R G2.5 Comp.0015,843656873622
31.322.128.01-2,31322128012,Dynamic TiBase R G2.5 Comp.0128,843656873215
31.323.186.02-2,31323186022,Dynamic TiBase R G2.5 Comp.0186,843656873511
31.323.015.22-2,31323015222,Dynamic TiBase R G2.5 HC9 Comp.0015,843567350488
31.323.186.22-2,31323186222,Dynamic TiBase R G2.5 HC9 Comp.0186,843567350558
31.322.001.04-2,31322001042,Dynamic TiBase R G3 Comp.0001,843656873563
31.323.004.03-2,31323004032,Dynamic TiBase R G3 Comp.0004,843656873832
31.324.005.03-2,31324005032,Dynamic TiBase R G3 Comp.0005,843656873837
31.322.006.03-2,31322006032,Dynamic TiBase R G3 Comp.0006,843656873841
31.323.007.03-2,31323007032,Dynamic TiBase R G3 Comp.0007,843567350639
31.323.015.03-2,31323015032,Dynamic TiBase R G3 Comp.0015,843567350568
31.322.021.03-2,31322021032,Dynamic TiBase R G3 Comp.0021,843656873733
31.323.022.03-2,31323022032,Dynamic TiBase R G3 Comp.0022,843656873737
31.322.029.03-2,31322029032,Dynamic TiBase R G3 Comp.0029,843656873729
31.322.029.03-2,31322029032,Dynamic TiBase R G3 Comp.0029,843656873729
31.323.030.03-2,31323030032,Dynamic TiBase R G3 Comp.0030,843656873500
31.322.033.03-2,31322033032,Dynamic TiBase R G3 Comp.0033,843656873716
31.323.035.03-2,31323035032,Dynamic TiBase R G3 Comp.0035,843656873712
31.322.040.03-2,31322040032,Dynamic TiBase R G3 Comp.0040,843656873492
31.322.040.03-2,31322040032,Dynamic TiBase R G3 Comp.0040,843656873492
31.323.041.03-2,31323041032,Dynamic TiBase R G3 Comp.0041,
31.323.041.03-2,31323041032,Dynamic TiBase R G3 Comp.0041,
31.322.075.03-2,31322075032,Dynamic TiBase R G3 Comp.0075,843567350573
31.324.091.03-2,31324091032,Dynamic TiBase R G3 Comp.0091,843567350497
31.325.092.03-2,31325092032,Dynamic TiBase R G3 Comp.0092,843567350643
31.322.169.04-2,31322169042,Dynamic TiBase R G3 Comp.0169,843656873855
31.322.197.03-2,31322197032,Dynamic TiBase R G3 Comp.0197,843567350292
31.323.223.03-2,31323223032,Dynamic TiBase R G3 Comp.0223,843567351329
31.322.224.03-2,31322224032,Dynamic TiBase R G3 Comp.0224,843567351140
31.322.225.03-1,31322225031,Dynamic TiBase R G3 Comp.0225,
31.322.225.03-2,31322225032,Dynamic TiBase R G3 Comp.0225,843567351143
31.322.251.04-2,31322251042,Dynamic TiBase R G3 Comp.0251,843567350526
31.322.014.23-2,31322014232,Dynamic TiBase R G3 HC9 Comp.0014,843567351216
31.322.021.23-2,31322021232,Dynamic TiBase R G3 HC9 Comp.0021,843567350597
31.323.022.23-2,31323022232,Dynamic TiBase R G3 HC9 Comp.0022,843567350599
31.323.024.25-2,31323024252,Dynamic TiBase R G3 HC9 Comp.0024,843656873536
31.323.024.25-2,31323024252,Dynamic TiBase R G3 HC9 Comp.0024,843656873536
31.323.030.23-2,31323030232,Dynamic TiBase R G3 HC9 Comp.0030,843567350601
31.322.033.23-2,31322033232,Dynamic TiBase R G3 HC9 Comp.0033,843567350603
31.323.035.23-2,31323035232,Dynamic TiBase R G3 HC9 Comp.0035,843567350605
31.322.040.23-2,31322040232,Dynamic TiBase R G3 HC9 Comp.0040,843656873956
31.322.040.23-2,31322040232,Dynamic TiBase R G3 HC9 Comp.0040,843656873956
31.322.102.23-2,31322102232,Dynamic TiBase R G3 HC9 Comp.0102,843656873950
31.322.169.24-2,31322169242,Dynamic TiBase R G3 HC9 Comp.0169,843567351047
31.322.224.23-2,31322224232,Dynamic TiBase R G3 HC9 Comp.0224,843567351337
31.322.225.23-2,31322225232,Dynamic TiBase R G3 HC9 Comp.0225,843567351339
31.323.186.03-2,31323186032,Dynamic TiBase R G3.5 Comp.0186,843656873825
31.323.004.04-2,31323004042,Dynamic TiBase R G4 Comp.0004,843656873833
31.324.005.04-2,31324005042,Dynamic TiBase R G4 Comp.0005,843656873834
31.322.006.04-2,31322006042,Dynamic TiBase R G4 Comp.0006,843656873843
31.323.015.04-2,31323015042,Dynamic TiBase R G4 Comp.0015,843567350570
31.322.021.04-2,31322021042,Dynamic TiBase R G4 Comp.0021,843656873735
31.323.022.04-2,31323022042,Dynamic TiBase R G4 Comp.0022,843656873739
31.322.029.04-2,31322029042,Dynamic TiBase R G4 Comp.0029,843656873731
31.322.029.04-2,31322029042,Dynamic TiBase R G4 Comp.0029,843656873731
31.323.030.04-2,31323030042,Dynamic TiBase R G4 Comp.0030,843656873710
31.322.033.04-2,31322033042,Dynamic TiBase R G4 Comp.0033,843656873718
31.323.035.04-2,31323035042,Dynamic TiBase R G4 Comp.0035,843656873714
31.322.040.04-2,31322040042,Dynamic TiBase R G4 Comp.0040,843656873724
31.322.040.04-2,31322040042,Dynamic TiBase R G4 Comp.0040,843656873724
31.323.041.04-2,31323041042,Dynamic TiBase R G4 Comp.0041,
31.323.041.04-2,31323041042,Dynamic TiBase R G4 Comp.0041,
31.322.075.04-2,31322075042,Dynamic TiBase R G4 Comp.0075,843567350574
31.324.091.04-2,31324091042,Dynamic TiBase R G4 Comp.0091,843567350500
31.323.024.26-2,31323024262,Dynamic TiBase R G4 HC9 Comp.0024,843656873538
31.323.024.26-2,31323024262,Dynamic TiBase R G4 HC9 Comp.0024,843656873538
31.323.015.05-2,31323015052,Dynamic TiBase R G5 Comp.0015,843567350572
31.322.021.05-2,31322021052,Dynamic TiBase R G5 Comp.0021,843656873980
31.323.022.05-2,31323022052,Dynamic TiBase R G5 Comp.0022,843656873981
31.322.040.05-2,31322040052,Dynamic TiBase R G5 Comp.0040,843656873726
31.322.040.05-2,31322040052,Dynamic TiBase R G5 Comp.0040,843656873726
31.321.084.01-2,31321084012,Dynamic TiBase R XNP G0.3 Comp.0084,843656873635
31.321.087.01-2,31321087012,Dynamic TiBase R XNP G0.3 Comp.0087,843656873860
31.322.170.01-2,31322170012,Dynamic TiBase R XNP G0.3 Comp.0170,843567350331
31.320.110.01-2,31320110012,Dynamic TiBase R XNP G0.4 Comp.0110,843656873684
31.320.160.01-2,31320160012,Dynamic TiBase R XNP G0.5 Comp.0160,843656873803
31.320.229.01-2,31320229012,Dynamic TiBase R XNP G0.5 Comp.0229,843656873583
31.320.260.01-2,31320260012,Dynamic TiBase R XNP G0.5 Comp.0260,843567350653
31.320.266.01-2,31320266012,Dynamic TiBase R XNP G0.5 Comp.0266,843567350592
31.320.136.01-2,31320136012,Dynamic TiBase R XNP G0.7 Comp.0136,843656873497
31.320.166.01-2,31320166012,Dynamic TiBase R XNP G0.9 Comp.0166,843567350222
31.311.084.01-2,31311084012,Dynamic TiBase R XNP G1 Comp.0084,843656873633
31.321.090.01-2,31321090012,Dynamic TiBase R XNP G1 Comp.0090,843656873612
31.321.119.01-2,31321119012,Dynamic TiBase R XNP G1 Comp.0119,843656873945
31.320.135.01-2,31320135012,Dynamic TiBase R XNP G1 Comp.0135,843656873681
31.320.152.01-2,31320152012,Dynamic TiBase R XNP G1 Comp.0152,843567350220
31.320.222.01-2,31320222012,Dynamic TiBase R XNP G1 Comp.0222,843567351321
31.320.249.01-2,31320249012,Dynamic TiBase R XNP G1 Comp.0249,843567350543
31.320.196.01-2,31320196012,Dynamic TiBase R XNP G1.2 Comp.0196,843567350169
31.320.136.02-2,31320136022,Dynamic TiBase R XNP G1.5 Comp.0136,843567350251
31.320.145.01-2,31320145012,Dynamic TiBase R XNP G1.5 Comp.0145,843656873864
31.320.159.01-2,31320159012,Dynamic TiBase R XNP G1.5 Comp.0159,843656873682
31.320.161.01-2,31320161012,Dynamic TiBase R XNP G1.5 Comp.0161,843656873997
31.320.164.01-2,31320164012,Dynamic TiBase R XNP G1.5 Comp.0164,843567350295
31.320.178.01-2,31320178012,Dynamic TiBase R XNP G1.5 Comp.0178,843656873827
31.320.188.01-2,31320188012,Dynamic TiBase R XNP G1.5 Comp.0188,843656873866
31.320.207.01-2,31320207012,Dynamic TiBase R XNP G1.5 Comp.0207,843567350269
31.320.207.21-2,31320207212,Dynamic TiBase R XNP G1.5 HC9 Comp.0207,843656873884
31.320.190.01-2,31320190012,Dynamic TiBase R XNP G1.8 Comp.0190,843656873848
31.321.090.02-2,31321090022,Dynamic TiBase R XNP G2 Comp.0090,843567350635
31.321.119.02-2,31321119022,Dynamic TiBase R XNP G2 Comp.0119,843656873952
31.320.152.02-2,31320152022,Dynamic TiBase R XNP G2 Comp.0152,843567350472
31.320.196.02-2,31320196022,Dynamic TiBase R XNP G2 Comp.0196,843567350238
31.320.222.02-2,31320222022,Dynamic TiBase R XNP G2 Comp.0222,843567351322
31.320.266.04-2,31320266042,Dynamic TiBase R XNP G2 Comp.0266,843567351390
31.320.136.04-2,31320136042,Dynamic TiBase R XNP G3 Comp.0136,843567350233
31.320.152.03-2,31320152032,Dynamic TiBase R XNP G3 Comp.0152,843567350627
31.320.196.03-2,31320196032,Dynamic TiBase R XNP G3 Comp.0196,843567350256
31.320.207.03-2,31320207032,Dynamic TiBase R XNP G3 Comp.0207,843567350560
31.320.222.03-2,31320222032,Dynamic TiBase R XNP G3 Comp.0222,843567351323
31.320.207.23-2,31320207232,Dynamic TiBase R XNP G3 HC9 Comp.0207,843656873885
31.320.136.05-2,31320136052,Dynamic TiBase R XNP G4 Comp.0136,843567350564
31.320.152.04-2,31320152042,Dynamic TiBase R XNP G4 Comp.0152,843567350629
31.320.207.04-2,31320207042,Dynamic TiBase R XNP G4 Comp.0207,843567350562
31.320.136.06-2,31320136062,Dynamic TiBase R XNP G5 Comp.0136,843567350566
49.603.000.01-2,49603000012,Screw extractor 1. 50N·cm,843656873288
49.603.000.02-2,49603000022,Screw extractor 2. 50N·cm,843656873289
31.314.122.01-2,31314122012,Dynamic Tibase non rotational 30º G Comp. 0122,
31.313.234.01-2,31313234012,Dynamic Tibase non rotational G0.5 Comp.0234,843567350668
31.314.116.01-2,31314116012,Dynamic Tibase non rotational G0.7 Comp.0116,843656873242
31.314.116.21-2,31314116212,Dynamic Tibase non rotational G0.7 HC9 Comp.0116,843656873249
31.324.122.01-2,31324122012,Dynamic Tibase rotational 30º G Comp. 0122,
31.323.263.01-2,31323263012,Dynamic Tibase rotational G0.3 Comp.0263,843567350663
31.321.113.01-2,31321113012,Dynamic Tibase rotational G0.7 Comp.0113,843656873237
31.322.114.01-2,31322114012,Dynamic Tibase rotational G0.7 Comp.0114,843656873239
31.322.114.21-2,31322114212,Dynamic Tibase rotational G0.7 HC9 Comp.0114,843656873246
31.310.185.21-2,31310185212,Dynamic Tibase XNP non rotational G0.3 HC9 Comp.0185,
31.310.185.22-2,31310185222,Dynamic Tibase XNP non rotational G2 HC9 Comp.0185,
62.303.030.02-2,62303030022,Internal DAS Multi-Unit G2 Comp.0030 30N·cm,
62.303.030.03-2,62303030032,Internal DAS Multi-Unit G3 Comp.0030 30N·cm,
62.302.021.04-2,62302021042,Internal DAS Multi-Unit G4 Comp.0021 30N·cm,
62.302.029.04-2,62302029042,Internal DAS Multi-Unit G4 Comp.0029 30N·cm,
62.303.030.04-2,62303030042,Internal DAS Multi-Unit G4 Comp.0030 30N·cm,
62.302.033.04-2,62302033042,Internal DAS Multi-Unit G4 Comp.0033 30N·cm,
62.302.040.04-2,62302040042,Internal DAS Multi-Unit G4 Comp.0040 30N·cm,
49.601.000.01-2,49601000012,Clinical hanlde,843656873460
49.601.000.05-2,49601000052,Extractor handle,843567350375
49.601.000.03-2,49601000032,R Support Handle,843656873312
53.413.025.01-2,53413025012,Mini Scanbody (Unigrip). Comp.0025. 5N·cm,843656873902
21.222.014.01-2,21222014012,PD 3.0 rot C/C DIO UF NP,843567350421
21.213.027.01-2,21213027012,Dynamic abutment CrCo non rotational 20º Comp. 0027,843567350441
21.213.030.01-2,21213030012,Dynamic abutment CrCo non rotational 20º Comp. 0030,843656873893
21.213.165.01-2,21213165012,Dynamic abutment CrCo non rotational 20º Comp. 0165,843567350242
21.212.001.01-2,21212001012,Dynamic abutment CrCo non rotational 25º Comp. 0001,843567350425
21.212.003.01-2,21212003012,Dynamic abutment CrCo non rotational 25º Comp. 0003,843567350443
21.212.006.01-2,21212006012,Dynamic abutment CrCo non rotational 25º Comp. 0006,843567350219
21.212.009.01-2,21212009012,Dynamic abutment CrCo non rotational 25º Comp. 0009,843567350445
21.212.014.01-2,21212014012,Dynamic abutment CrCo non rotational 25º Comp. 0014,843567350417
21.212.021.01-2,21212021012,Dynamic abutment CrCo non rotational 25º Comp. 0021,843656873315
21.212.023.01-2,21212023012,Dynamic abutment CrCo non rotational 25º Comp. 0023,843656873521
21.212.026.01-2,21212026012,Dynamic abutment CrCo non rotational 25º Comp. 0026,843567350439
21.212.033.01-2,21212033012,Dynamic abutment CrCo non rotational 25º Comp. 0033,843567350308
21.212.040.01-2,21212040012,Dynamic abutment CrCo non rotational 25º Comp. 0040,843656873356
21.212.042.01-2,21212042012,Dynamic abutment CrCo non rotational 25º Comp. 0042,843567350000
21.212.076.01-2,21212076012,Dynamic abutment CrCo non rotational 25º Comp. 0076,843567350377
21.210.164.01-2,21210164012,Dynamic abutment CrCo non rotational 25º Comp. 0164,843567350260
21.212.029.01-2,21212029012,Dynamic abutment CrCo non rotational 25º Comp.0029,843656873894
21.213.002.01-2,21213002012,Dynamic abutment CrCo non rotational 28º Comp. 0002,843567350429
21.213.004.01-2,21213004012,Dynamic abutment CrCo non rotational 28º Comp. 0004,843656873360
21.213.007.01-2,21213007012,Dynamic abutment CrCo non rotational 28º Comp. 0007,843567350237
21.213.010.01-2,21213010012,Dynamic abutment CrCo non rotational 28º Comp. 0010,843567350344
21.213.013.01-2,21213013012,Dynamic abutment CrCo non rotational 28º Comp. 0013,843567350393
21.213.015.01-2,21213015012,Dynamic abutment CrCo non rotational 28º Comp. 0015,843656873506
21.213.022.01-2,21213022012,Dynamic abutment CrCo non rotational 28º Comp. 0022,843656873990
21.213.024.01-2,21213024012,Dynamic abutment CrCo non rotational 28º Comp. 0024,843567350446
21.213.035.01-2,21213035012,Dynamic abutment CrCo non rotational 28º Comp. 0035,843656873908
21.213.041.01-2,21213041012,Dynamic abutment CrCo non rotational 28º Comp. 0041,843567350453
21.213.043.01-2,21213043012,Dynamic abutment CrCo non rotational 28º Comp. 0043,843567350017
21.214.061.01-2,21214061012,Dynamic abutment CrCo non rotational 28º Comp. 0061,843567350447
21.223.027.01-2,21223027012,Dynamic abutment CrCo rotational 20º Comp. 0027,843567350437
21.223.030.01-2,21223030012,Dynamic abutment CrCo rotational 20º Comp. 0030,843656873322
21.223.165.01-2,21223165012,Dynamic abutment CrCo rotational 20º Comp. 0165,843567350232
21.222.003.01-2,21222003012,Dynamic abutment CrCo rotational 25º Comp. 0003,843567350448
21.222.006.01-2,21222006012,Dynamic abutment CrCo rotational 25º Comp. 0006,843567350255
21.222.009.01-2,21222009012,Dynamic abutment CrCo rotational 25º Comp. 0009,843567350451
21.222.021.01-2,21222021012,Dynamic abutment CrCo rotational 25º Comp. 0021,843656873993
21.222.023.01-2,21222023012,Dynamic abutment CrCo rotational 25º Comp. 0023,843567350450
21.223.025.01-2,21223025012,Dynamic abutment CrCo rotational 25º Comp. 0025,843656873362
21.222.026.01-2,21222026012,Dynamic abutment CrCo rotational 25º Comp. 0026,843656873327
21.222.033.01-2,21222033012,Dynamic abutment CrCo rotational 25º Comp. 0033,843567350326
21.222.040.01-2,21222040012,Dynamic abutment CrCo rotational 25º Comp. 0040,843656873363
21.222.076.01-2,21222076012,Dynamic abutment CrCo rotational 25º Comp. 0076,843567350408
21.220.164.01-2,21220164012,Dynamic abutment CrCo rotational 25º Comp. 0164,843567350250
21.222.029.01-2,21222029012,Dynamic abutment CrCo rotational 25º Comp.0029,843656873895
21.223.002.01-2,21223002012,Dynamic abutment CrCo rotational 28º Comp. 0002,843567350433
21.223.004.01-2,21223004012,Dynamic abutment CrCo rotational 28º Comp. 0004,843567350291
21.223.007.01-2,21223007012,Dynamic abutment CrCo rotational 28º Comp. 0007,843567350273
21.223.010.01-2,21223010012,Dynamic abutment CrCo rotational 28º Comp. 0010,843567350362
21.223.013.01-2,21223013012,Dynamic abutment CrCo rotational 28º Comp. 0013,843567350413
21.223.022.01-2,21223022012,Dynamic abutment CrCo rotational 28º Comp. 0022,843567350203
21.223.024.01-2,21223024012,Dynamic abutment CrCo rotational 28º Comp. 0024,843656873494
