reference,reference_num,name,ean13
31.313.024.23-2,31313024232,Dynamic TiBase NR G1 HC9 Comp.0024,843656873522
31.312.040.29-2,31312040292,Dynamic TiBase NR G1 HC9 Comp.0040,843656873955
31.312.040.29-2,31312040292,Dynamic TiBase NR G1 HC9 Comp.0040,843656873955
31.312.044.21-2,31312044212,Dynamic TiBase NR G1 HC9 Comp.0044,843656873691
31.313.045.21-2,31313045212,Dynamic TiBase NR G1 HC9 Comp.0045,843656873675
31.314.046.21-2,31314046212,Dynamic TiBase NR G1 HC9 Comp.0046,843656873693
31.311.090.21-2,31311090212,Dynamic TiBase NR G1 HC9 Comp.0090,843567350682
31.315.092.21-1,31315092211,Dynamic TiBase NR G1 HC9 Comp.0092,
31.315.092.21-2,31315092212,Dynamic TiBase NR G1 HC9 Comp.0092,843567350684
31.312.102.29-2,31312102292,Dynamic TiBase NR G1 HC9 Comp.0102,843656873949
31.313.030.01-2,31313030012,Dynamic TiBase NR G1.1 Comp.0030,843656873104
31.313.035.01-2,31313035012,Dynamic TiBase NR G1.1 Comp.0035,843656873042
31.313.125.01-2,31313125012,Dynamic TiBase NR G1.1 Comp.0125,843656873060
31.313.030.21-2,31313030212,Dynamic TiBase NR G1.1 HC9 Comp.0030,843656873316
31.313.035.21-2,31313035212,Dynamic TiBase NR G1.1 HC9 Comp.0035,843656873532
31.313.125.21-2,31313125212,Dynamic TiBase NR G1.1 HC9 Comp.0125,843656873299
31.312.001.02-2,31312001022,Dynamic TiBase NR G1.2 Comp.0001,843656873534
31.313.002.02-2,31313002022,Dynamic TiBase NR G1.2 Comp.0002,843656873619
31.312.006.01-2,31312006012,Dynamic TiBase NR G1.2 Comp.0006,843656873017
31.312.014.01-2,31312014012,Dynamic TiBase NR G1.2 Comp.0014,843656873058
31.314.018.01-2,31314018012,Dynamic TiBase NR G1.2 Comp.0018,843656873084
31.312.026.02-2,31312026022,Dynamic TiBase NR G1.2 Comp.0026,843656873625
31.313.027.02-2,31313027022,Dynamic TiBase NR G1.2 Comp.0027,843656873514
31.312.029.01-2,31312029012,Dynamic TiBase NR G1.2 Comp.0029,843656873103
31.312.029.01-2,31312029012,Dynamic TiBase NR G1.2 Comp.0029,843656873103
31.312.082.01-2,31312082012,Dynamic TiBase NR G1.2 Comp.0082,843656873076
31.313.083.01-2,31313083012,Dynamic TiBase NR G1.2 Comp.0083,843656873077
31.314.091.01-2,31314091012,Dynamic TiBase NR G1.2 Comp.0091,843656873019
31.312.109.01-2,31312109012,Dynamic TiBase NR G1.2 Comp.0109,843656873024
31.313.186.01-2,31313186012,Dynamic TiBase NR G1.2 Comp.0186,843656873587
31.312.197.01-2,31312197012,Dynamic TiBase NR G1.2 Comp.0197,843656873913
31.314.198.01-2,31314198012,Dynamic TiBase NR G1.2 Comp.0198,843567350185
31.312.006.21-2,31312006212,Dynamic TiBase NR G1.2 HC9 Comp.0006,843656873915
31.312.029.21-2,31312029212,Dynamic TiBase NR G1.2 HC9 Comp.0029,843656873571
31.312.029.21-2,31312029212,Dynamic TiBase NR G1.2 HC9 Comp.0029,843656873571
31.314.091.21-2,31314091212,Dynamic TiBase NR G1.2 HC9 Comp.0091,843567350683
31.313.186.21-2,31313186212,Dynamic TiBase NR G1.2 HC9 Comp.0186,843567350555
31.313.022.01-2,31313022012,Dynamic TiBase NR G1.3 Comp.0022,843656873012
31.312.033.01-2,31312033012,Dynamic TiBase NR G1.3 Comp.0033,843656873041
31.313.022.21-2,31313022212,Dynamic TiBase NR G1.3 HC9 Comp.0022,843656873523
31.312.033.21-2,31312033212,Dynamic TiBase NR G1.3 HC9 Comp.0033,843656873668
31.314.124.01-2,31314124012,Dynamic TiBase NR G1.4 Comp.0124,843656873013
31.313.007.01-2,31313007012,Dynamic TiBase NR G1.5 Comp.0007,843656873018
31.312.016.02-2,31312016022,Dynamic TiBase NR G1.5 Comp.0016,843567350507
31.313.017.02-2,31313017022,Dynamic TiBase NR G1.5 Comp.0017,843567350508
31.312.021.01-2,31312021012,Dynamic TiBase NR G1.5 Comp.0021,843656873011
31.312.040.02-2,31312040022,Dynamic TiBase NR G1.5 Comp.0040,843656873294
31.312.040.02-2,31312040022,Dynamic TiBase NR G1.5 Comp.0040,843656873294
31.313.041.02-2,31313041022,Dynamic TiBase NR G1.5 Comp.0041,843656873486
31.313.041.02-2,31313041022,Dynamic TiBase NR G1.5 Comp.0041,843656873486
31.313.149.01-2,31313149012,Dynamic TiBase NR G1.5 Comp.0149,843656873998
31.314.162.01-2,31314162012,Dynamic TiBase NR G1.5 Comp.0162,843567350268
31.312.169.02-2,31312169022,Dynamic TiBase NR G1.5 Comp.0169,843656873565
31.314.208.01-2,31314208012,Dynamic TiBase NR G1.5 Comp.0208,843656873308
31.312.236.01-2,31312236012,Dynamic TiBase NR G1.5 Comp.0236,843567351189
31.312.251.02-2,31312251022,Dynamic TiBase NR G1.5 Comp.0251,843567350525
31.312.265.03-2,31312265032,Dynamic TiBase NR G1.5 Comp.0265,843567351202
31.313.007.21-2,31313007212,Dynamic TiBase NR G1.5 HC9 Comp.0007,843656873558
31.312.016.22-2,31312016222,Dynamic TiBase NR G1.5 HC9 Comp.0016,843656873953
31.312.021.21-2,31312021212,Dynamic TiBase NR G1.5 HC9 Comp.0021,843656873488
31.313.041.22-2,31313041222,Dynamic TiBase NR G1.5 HC9 Comp.0041,843567351340
31.312.169.22-2,31312169222,Dynamic TiBase NR G1.5 HC9 Comp.0169,843567351044
31.312.224.22-2,31312224222,Dynamic TiBase NR G1.5 HC9 Comp.0224,843567351145
31.312.225.22-2,31312225222,Dynamic TiBase NR G1.5 HC9 Comp.0225,843567351149
31.313.015.01-2,31313015012,Dynamic TiBase NR G1.7 Comp.0015,843656873080
31.313.015.21-2,31313015212,Dynamic TiBase NR G1.7 HC9 Comp.0015,843656873458
31.312.102.01-2,31312102012,Dynamic TiBase NR G1.8 Comp.0102,843656873039
31.312.102.21-2,31312102212,Dynamic TiBase NR G1.8 HC9 Comp.0102,843656873359
31.312.001.03-2,31312001032,Dynamic TiBase NR G2 Comp.0001,843656873560
31.313.004.02-2,31313004022,Dynamic TiBase NR G2 Comp.0004,843656873026
31.314.005.02-2,31314005022,Dynamic TiBase NR G2 Comp.0005,843656873304
31.312.006.02-2,31312006022,Dynamic TiBase NR G2 Comp.0006,843656873838
31.313.007.02-2,31313007022,Dynamic TiBase NR G2 Comp.0007,843656873567
31.312.014.02-2,31312014022,Dynamic TiBase NR G2 Comp.0014,843656873618
31.312.021.02-2,31312021022,Dynamic TiBase NR G2 Comp.0021,843656873510
31.313.022.02-2,31313022022,Dynamic TiBase NR G2 Comp.0022,843656873525
31.312.029.02-2,31312029022,Dynamic TiBase NR G2 Comp.0029,843656873426
31.312.029.02-2,31312029022,Dynamic TiBase NR G2 Comp.0029,843656873426
31.313.030.02-2,31313030022,Dynamic TiBase NR G2 Comp.0030,843656873297
31.312.033.02-2,31312033022,Dynamic TiBase NR G2 Comp.0033,843656873526
31.313.035.02-2,31313035022,Dynamic TiBase NR G2 Comp.0035,843656873616
31.313.039.03-2,31313039032,Dynamic TiBase NR G2 Comp.0039,843567350468
31.312.044.02-2,31312044022,Dynamic TiBase NR G2 Comp.0044,843567351385
31.313.045.02-2,31313045022,Dynamic TiBase NR G2 Comp.0045,843567351387
31.313.051.03-2,31313051032,"Dynamic TiBase NR G2 Comp.0050, 0051",843567350535
31.314.091.02-2,31314091022,Dynamic TiBase NR G2 Comp.0091,843656873579
31.315.092.02-2,31315092022,Dynamic TiBase NR G2 Comp.0092,843567350640
31.313.125.02-2,31313125022,Dynamic TiBase NR G2 Comp.0125,843567350624
31.312.197.02-2,31312197022,Dynamic TiBase NR G2 Comp.0197,843567350272
31.313.223.02-2,31313223022,Dynamic TiBase NR G2 Comp.0223,843567351325
31.312.246.02-2,31312246022,Dynamic TiBase NR G2 Comp.0246,843567351002
31.312.265.04-2,31312265042,Dynamic TiBase NR G2 Comp.0265,843567351203
31.313.002.23-2,31313002232,Dynamic TiBase NR G2 HC9 Comp.0002,
31.312.011.23-2,31312011232,Dynamic TiBase NR G2 HC9 Comp.0011,843567350607
31.313.012.23-2,31313012232,Dynamic TiBase NR G2 HC9 Comp.0012,843567350651
31.313.024.24-2,31313024242,Dynamic TiBase NR G2 HC9 Comp.0024,843656873844
31.313.024.24-2,31313024242,Dynamic TiBase NR G2 HC9 Comp.0024,843656873844
31.312.029.22-2,31312029222,Dynamic TiBase NR G2 HC9 Comp.0029,843656873314
31.312.029.22-2,31312029222,Dynamic TiBase NR G2 HC9 Comp.0029,843656873314
31.313.030.22-2,31313030222,Dynamic TiBase NR G2 HC9 Comp.0030,843567351266
31.312.040.28-2,31312040282,Dynamic TiBase NR G2 HC9 Comp.0040,843567350608
31.312.040.28-2,31312040282,Dynamic TiBase NR G2 HC9 Comp.0040,843567350608
31.313.051.23-2,31313051232,Dynamic TiBase NR G2 HC9 Comp.0051,843567351269
31.313.121.22-2,31313121222,"Dynamic TiBase NR G2 HC9 Comp.0120, 0121",843567350515
31.313.015.02-2,31313015022,Dynamic TiBase NR G2.5 Comp.0015,843656873621
31.313.111.03-2,31313111032,Dynamic TiBase NR G2.5 Comp.0111,843567351303
31.313.186.02-2,31313186022,Dynamic TiBase NR G2.5 Comp.0186,843656873823
31.313.015.22-2,31313015222,Dynamic TiBase NR G2.5 HC9 Comp.0015,843567350487
31.313.186.22-2,31313186222,Dynamic TiBase NR G2.5 HC9 Comp.0186,843567350557
31.312.001.04-2,31312001042,Dynamic TiBase NR G3 Comp.0001,843656873562
31.313.004.03-2,31313004032,Dynamic TiBase NR G3 Comp.0004,843656873830
31.314.005.03-2,31314005032,Dynamic TiBase NR G3 Comp.0005,843656873835
31.312.006.03-2,31312006032,Dynamic TiBase NR G3 Comp.0006,843656873840
31.313.007.03-2,31313007032,Dynamic TiBase NR G3 Comp.0007,843567350638
31.312.014.03-2,31312014032,Dynamic TiBase NR G3 Comp.0014,843656873720
31.313.015.03-2,31313015032,Dynamic TiBase NR G3 Comp.0015,843567350567
31.312.021.03-2,31312021032,Dynamic TiBase NR G3 Comp.0021,843656873732
31.313.022.03-2,31313022032,Dynamic TiBase NR G3 Comp.0022,843656873736
31.312.029.03-2,31312029032,Dynamic TiBase NR G3 Comp.0029,843656873728
31.312.029.03-2,31312029032,Dynamic TiBase NR G3 Comp.0029,843656873728
31.313.030.03-2,31313030032,Dynamic TiBase NR G3 Comp.0030,843656873709
31.312.033.03-2,31312033032,Dynamic TiBase NR G3 Comp.0033,843656873715
31.313.035.03-2,31313035032,Dynamic TiBase NR G3 Comp.0035,843656873711
31.312.040.03-2,31312040032,Dynamic TiBase NR G3 Comp.0040,843656873595
31.312.040.03-2,31312040032,Dynamic TiBase NR G3 Comp.0040,843656873595
31.313.041.03-2,31313041032,Dynamic TiBase NR G3 Comp.0041,
31.313.041.03-2,31313041032,Dynamic TiBase NR G3 Comp.0041,
31.314.091.03-2,31314091032,Dynamic TiBase NR G3 Comp.0091,843567350498
31.315.092.03-2,31315092032,Dynamic TiBase NR G3 Comp.0092,843567350642
31.312.169.04-2,31312169042,Dynamic TiBase NR G3 Comp.0169,843567350190
31.312.197.03-2,31312197032,Dynamic TiBase NR G3 Comp.0197,843567350290
31.313.223.03-2,31313223032,Dynamic TiBase NR G3 Comp.0223,843567351326
31.312.251.04-2,31312251042,Dynamic TiBase NR G3 Comp.0251,843567350523
31.312.001.24-2,31312001242,Dynamic TiBase NR G3 HC9 Comp.0001,
31.313.002.24-2,31313002242,Dynamic TiBase NR G3 HC9 Comp.0002,
31.312.011.24-2,31312011242,Dynamic TiBase NR G3 HC9 Comp.0011,843567350510
31.313.012.24-2,31313012242,Dynamic TiBase NR G3 HC9 Comp.0012,843567350509
31.312.014.23-2,31312014232,Dynamic TiBase NR G3 HC9 Comp.0014,843567351215
31.312.021.23-2,31312021232,Dynamic TiBase NR G3 HC9 Comp.0021,843567350596
31.313.022.23-2,31313022232,Dynamic TiBase NR G3 HC9 Comp.0022,843567350598
31.313.024.25-2,31313024252,Dynamic TiBase NR G3 HC9 Comp.0024,843656873535
31.313.024.25-2,31313024252,Dynamic TiBase NR G3 HC9 Comp.0024,843656873535
31.313.030.23-2,31313030232,Dynamic TiBase NR G3 HC9 Comp.0030,843567350600
31.312.033.23-2,31312033232,Dynamic TiBase NR G3 HC9 Comp.0033,843567350602
31.313.035.23-2,31313035232,Dynamic TiBase NR G3 HC9 Comp.0035,843567350604
31.312.040.23-2,31312040232,Dynamic TiBase NR G3 HC9 Comp.0040,843656873957
31.312.040.23-2,31312040232,Dynamic TiBase NR G3 HC9 Comp.0040,843656873957
31.312.102.23-2,31312102232,Dynamic TiBase NR G3 HC9 Comp.0102,843656873951
31.313.121.23-2,31313121232,"Dynamic TiBase NR G3 HC9 Comp.0120, 0121",843567350516
31.313.125.23-2,31313125232,Dynamic TiBase NR G3 HC9 Comp.0125,843567351081
31.312.169.24-2,31312169242,Dynamic TiBase NR G3 HC9 Comp.0169,843567351046
31.312.224.23-2,31312224232,Dynamic TiBase NR G3 HC9 Comp.0224,843567351336
31.312.225.23-2,31312225232,Dynamic TiBase NR G3 HC9 Comp.0225,843567351338
31.313.186.03-2,31313186032,Dynamic TiBase NR G3.5 Comp.0186,843656873824
31.313.015.26-2,31313015262,Dynamic TiBase NR G3.5 HC9 Comp.0015,843567350620
31.313.004.04-2,31313004042,Dynamic TiBase NR G4 Comp.0004,843656873831
31.314.005.04-2,31314005042,Dynamic TiBase NR G4 Comp.0005,843656873836
31.312.006.04-2,31312006042,Dynamic TiBase NR G4 Comp.0006,843656873842
31.313.015.04-2,31313015042,Dynamic TiBase NR G4 Comp.0015,843567350569
31.312.021.04-2,31312021042,Dynamic TiBase NR G4 Comp.0021,843656873734
31.313.022.04-2,31313022042,Dynamic TiBase NR G4 Comp.0022,843656873738
31.312.029.04-2,31312029042,Dynamic TiBase NR G4 Comp.0029,843656873730
31.312.029.04-2,31312029042,Dynamic TiBase NR G4 Comp.0029,843656873730
31.313.030.04-2,31313030042,Dynamic TiBase NR G4 Comp.0030,843656873596
31.312.033.04-2,31312033042,Dynamic TiBase NR G4 Comp.0033,843656873717
31.313.035.04-2,31313035042,Dynamic TiBase NR G4 Comp.0035,843656873713
31.312.040.04-2,31312040042,Dynamic TiBase NR G4 Comp.0040,843656873723
31.312.040.04-2,31312040042,Dynamic TiBase NR G4 Comp.0040,843656873723
31.313.041.04-2,31313041042,Dynamic TiBase NR G4 Comp.0041,
31.313.041.04-2,31313041042,Dynamic TiBase NR G4 Comp.0041,
31.314.091.04-2,31314091042,Dynamic TiBase NR G4 Comp.0091,843567350499
31.312.169.05-1,31312169051,Dynamic TiBase NR G4 Comp.0169,
31.312.169.05-2,31312169052,Dynamic TiBase NR G4 Comp.0169,843567351153
31.313.024.26-2,31313024262,Dynamic TiBase NR G4 HC9 Comp.0024,843656873537
31.313.024.26-2,31313024262,Dynamic TiBase NR G4 HC9 Comp.0024,843656873537
31.313.015.05-2,31313015052,Dynamic TiBase NR G5 Comp.0015,843567350571
31.312.021.05-2,31312021052,Dynamic TiBase NR G5 Comp.0021,843656873977
31.313.022.05-2,31313022052,Dynamic TiBase NR G5 Comp.0022,843656873978
31.312.040.05-2,31312040052,Dynamic TiBase NR G5 Comp.0040,843656873725
31.312.040.05-2,31312040052,Dynamic TiBase NR G5 Comp.0040,843656873725
31.313.041.05-2,31313041052,Dynamic TiBase NR G5 Comp.0041,
31.312.001.26-2,31312001262,Dynamic TiBase NR G5 HC9 Comp.0001,
31.313.002.26-2,31313002262,Dynamic TiBase NR G5 HC9 Comp.0002,
31.311.087.01-2,31311087012,Dynamic TiBase NR XNP G0.3 Comp.0087,843656873853
31.312.170.01-2,31312170012,Dynamic TiBase NR XNP G0.3 Comp.0170,843567350321
31.311.087.21-2,31311087212,Dynamic TiBase NR XNP G0.3 HC9 Comp.0087,843567350613
31.310.110.01-2,31310110012,Dynamic TiBase NR XNP G0.4 Comp.0110,843656873683
31.310.160.01-2,31310160012,Dynamic TiBase NR XNP G0.5 Comp.0160,843656873802
31.310.176.01-2,31310176012,Dynamic TiBase NR XNP G0.5 Comp.0176,843567350538
31.310.229.01-2,31310229012,Dynamic TiBase NR XNP G0.5 Comp.0229,843656873582
31.310.260.01-2,31310260012,Dynamic TiBase NR XNP G0.5 Comp.0260,843567350652
31.310.266.01-2,31310266012,Dynamic TiBase NR XNP G0.5 Comp.0266,843567350591
31.310.136.01-2,31310136012,Dynamic TiBase NR XNP G0.7 Comp.0136,843656873291
31.310.166.01-2,31310166012,Dynamic TiBase NR XNP G0.9 Comp.0166,843567350216
31.311.090.01-2,31311090012,Dynamic TiBase NR XNP G1 Comp.0090,843656873479
31.311.119.01-2,31311119012,Dynamic TiBase NR XNP G1 Comp.0119,843656873943
31.310.135.01-2,31310135012,Dynamic TiBase NR XNP G1 Comp.0135,843656873680
31.310.152.01-2,31310152012,Dynamic TiBase NR XNP G1 Comp.0152,843567350218
31.310.222.01-2,31310222012,Dynamic TiBase NR XNP G1 Comp.0222,843567351318
31.310.249.01-2,31310249012,Dynamic TiBase NR XNP G1 Comp.0249,843567350533
31.310.196.01-2,31310196012,Dynamic TiBase NR XNP G1.2 Comp.0196,843567350167
31.310.136.02-2,31310136022,Dynamic TiBase NR XNP G1.5 Comp.0136,843656873594
31.310.145.01-2,31310145012,Dynamic TiBase NR XNP G1.5 Comp.0145,843656873863
31.310.159.01-2,31310159012,Dynamic TiBase NR XNP G1.5 Comp.0159,843656873517
31.310.161.01-2,31310161012,Dynamic TiBase NR XNP G1.5 Comp.0161,843656873996
31.310.164.01-2,31310164012,Dynamic TiBase NR XNP G1.5 Comp.0164,843567350286
31.310.178.01-2,31310178012,Dynamic TiBase NR XNP G1.5 Comp.0178,843656873826
31.310.188.01-2,31310188012,Dynamic TiBase NR XNP G1.5 Comp.0188,843656873865
31.310.207.01-2,31310207012,Dynamic TiBase NR XNP G1.5 Comp.0207,843567350259
31.310.207.21-2,31310207212,Dynamic TiBase NR XNP G1.5 HC9 Comp.0207,843656873882
31.310.190.01-2,31310190012,Dynamic TiBase NR XNP G1.8 Comp.0190,843656873847
31.311.090.02-2,31311090022,Dynamic TiBase NR XNP G2 Comp.0090,843567350634
31.311.119.02-2,31311119022,Dynamic TiBase NR XNP G2 Comp.0119,843656873944
31.310.152.02-2,31310152022,Dynamic TiBase NR XNP G2 Comp.0152,843567350471
31.310.196.02-2,31310196022,Dynamic TiBase NR XNP G2 Comp.0196,843567350236
31.310.222.02-2,31310222022,Dynamic TiBase NR XNP G2 Comp.0222,843567351319
31.310.266.04-2,31310266042,Dynamic TiBase NR XNP G2 Comp.0266,843567351389
31.311.087.23-2,31311087232,Dynamic TiBase NR XNP G2 HC9 Comp.0087,843567350606
31.310.178.02-2,31310178022,Dynamic TiBase NR XNP G2.5 Comp.0178,
31.310.136.04-2,31310136042,Dynamic TiBase NR XNP G3 Comp.0136,843567350241
31.310.152.03-2,31310152032,Dynamic TiBase NR XNP G3 Comp.0152,843567350626
31.310.196.03-2,31310196032,Dynamic TiBase NR XNP G3 Comp.0196,843567350254
31.310.207.03-2,31310207032,Dynamic TiBase NR XNP G3 Comp.0207,843567350559
31.310.222.03-2,31310222032,Dynamic TiBase NR XNP G3 Comp.0222,843567351320
31.310.207.23-2,31310207232,Dynamic TiBase NR XNP G3 HC9 Comp.0207,843656873883
31.310.136.05-2,31310136052,Dynamic TiBase NR XNP G4 Comp.0136,843567350563
31.310.152.04-2,31310152042,Dynamic TiBase NR XNP G4 Comp.0152,843567350628
31.310.207.04-2,31310207042,Dynamic TiBase NR XNP G4 Comp.0207,843567350561
31.310.136.06-2,31310136062,Dynamic TiBase NR XNP G5 Comp.0136,843567350565
31.322.001.01-2,31322001012,Dynamic TiBase R G0.3 Comp.0001,843656873065
31.323.002.01-2,31323002012,Dynamic TiBase R G0.3 Comp.0002,843656873066
31.322.003.01-2,31322003012,Dynamic TiBase R G0.3 Comp.0003,843656873129
31.322.003.01-2,31322003012,Dynamic TiBase R G0.3 Comp.0003,843656873129
31.322.009.01-2,31322009012,Dynamic TiBase R G0.3 Comp.0009,843656873131
31.322.009.01-2,31322009012,Dynamic TiBase R G0.3 Comp.0009,843656873131
31.323.010.01-2,31323010012,Dynamic TiBase R G0.3 Comp.0010,843656873047
31.322.011.01-2,31322011012,Dynamic TiBase R G0.3 Comp.0011,843656873051
31.323.012.01-2,31323012012,Dynamic TiBase R G0.3 Comp.0012,843656873052
31.322.023.01-2,31322023012,Dynamic TiBase R G0.3 Comp.0023,843656873130
31.322.023.01-2,31322023012,Dynamic TiBase R G0.3 Comp.0023,843656873130
31.323.024.01-2,31323024012,Dynamic TiBase R G0.3 Comp.0024,843656873132
31.323.024.01-2,31323024012,Dynamic TiBase R G0.3 Comp.0024,843656873132
31.323.025.01-2,31323025012,Dynamic TiBase R G0.3 Comp.0025,843656873055
31.323.027.01-2,31323027012,Dynamic TiBase R G0.3 Comp.0027,843656873114
31.324.028.01-2,31324028012,Dynamic TiBase R G0.3 Comp.0028,843656873115
31.324.052.01-2,31324052012,Dynamic TiBase R G0.3 Comp.0052,843656873037
31.324.085.01-2,31324085012,Dynamic TiBase R G0.3 Comp.0085,843656873141
31.324.088.01-2,31324088012,Dynamic TiBase R G0.3 Comp.0088,843656873861
31.325.089.01-2,31325089012,Dynamic TiBase R G0.3 Comp.0089,
31.325.129.01-2,31325129012,Dynamic TiBase R G0.3 Comp.0129,843656873741
31.323.151.01-2,31323151012,Dynamic TiBase R G0.3 Comp.0151,843656873740
31.323.171.01-2,31323171012,Dynamic TiBase R G0.3 Comp.0171,843567350349
31.323.192.01-2,31323192012,Dynamic TiBase R G0.3 Comp.0192,843656873851
31.323.193.01-2,31323193012,Dynamic TiBase R G0.3 Comp.0193,843656873852
31.322.205.01-2,31322205012,Dynamic TiBase R G0.3 Comp.0205,843656873846
31.323.247.01-2,31323247012,Dynamic TiBase R G0.3 Comp.0247,843567350622
31.322.001.21-2,31322001212,Dynamic TiBase R G0.3 HC9 Comp.0001,843656873463
31.323.002.21-2,31323002212,Dynamic TiBase R G0.3 HC9 Comp.0002,843656873669
31.323.024.21-2,31323024212,Dynamic TiBase R G0.3 HC9 Comp.0024,843656873330
31.323.024.21-2,31323024212,Dynamic TiBase R G0.3 HC9 Comp.0024,843656873330
31.323.025.21-2,31323025212,Dynamic TiBase R G0.3 HC9 Comp.0025,843656873313
31.323.027.21-2,31323027212,Dynamic TiBase R G0.3 HC9 Comp.0027,843656873671
31.322.170.21-2,31322170212,Dynamic TiBase R G0.3 HC9 Comp.0170,843567350340
31.323.264.21-2,31323264212,Dynamic TiBase R G0.3 HC9 Comp.0264,843567351053
31.323.041.01-2,31323041012,Dynamic TiBase R G0.4 Comp.0041,843656873146
31.323.041.01-2,31323041012,Dynamic TiBase R G0.4 Comp.0041,843656873146
31.324.080.01-2,31324080012,Dynamic TiBase R G0.4 Comp.0080,843656873147
31.325.081.01-2,31325081012,Dynamic TiBase R G0.4 Comp.0081,843656873038
31.323.111.01-2,31323111012,Dynamic TiBase R G0.4 Comp.0111,843656873512
31.323.041.21-2,31323041212,Dynamic TiBase R G0.4 HC9 Comp.0041,843656873663
31.323.041.21-2,31323041212,Dynamic TiBase R G0.4 HC9 Comp.0041,843656873663
31.322.181.21-2,31322181212,Dynamic TiBase R G0.4 HC9 Comp.0181,843656873878
31.322.003.02-2,31322003022,Dynamic TiBase R G0.5 Comp.0003,843656873630
31.322.003.02-2,31322003022,Dynamic TiBase R G0.5 Comp.0003,843656873630
31.323.008.01-2,31323008012,Dynamic TiBase R G0.5 Comp.0008,843656873023
31.322.009.02-2,31322009022,Dynamic TiBase R G0.5 Comp.0009,843656873631
31.322.009.02-2,31322009022,Dynamic TiBase R G0.5 Comp.0009,843656873631
31.323.024.02-2,31323024022,Dynamic TiBase R G0.5 Comp.0024,843656873632
31.323.024.02-2,31323024022,Dynamic TiBase R G0.5 Comp.0024,843656873632
31.322.026.01-2,31322026012,Dynamic TiBase R G0.5 Comp.0026,843656873113
31.323.051.01-2,31323051012,"Dynamic TiBase R G0.5 Comp.0050, 0051",843656873036
31.324.057.01-2,31324057012,Dynamic TiBase R G0.5 Comp.0057,843656873067
31.324.058.01-2,31324058012,Dynamic TiBase R G0.5 Comp.0058,843656873133
31.324.058.01-2,31324058012,Dynamic TiBase R G0.5 Comp.0058,843656873133
31.324.060.01-2,31324060012,Dynamic TiBase R G0.5 Comp.0060,843656873135
31.323.101.01-2,31323101012,Dynamic TiBase R G0.5 Comp.0101,843656873119
31.322.130.01-2,31322130012,Dynamic TiBase R G0.5 Comp.0130,843656873211
31.323.131.01-2,31323131012,Dynamic TiBase R G0.5 Comp.0131,843656873212
31.324.132.01-2,31324132012,Dynamic TiBase R G0.5 Comp.0132,843656873213
31.323.150.01-2,31323150012,Dynamic TiBase R G0.5 Comp.0150,843656873828
31.323.163.01-2,31323163012,Dynamic TiBase R G0.5 Comp.0163,843656873464
31.323.173.01-2,31323173012,Dynamic TiBase R G0.5 Comp.0173,843567350303
31.322.183.01-2,31322183012,Dynamic TiBase R G0.5 Comp.0183,843656873437
31.323.195.01-2,31323195012,Dynamic TiBase R G0.5 Comp.0195,843656873958
31.322.224.01-2,31322224012,Dynamic TiBase R G0.5 Comp.0224,843567351138
31.322.225.01-2,31322225012,Dynamic TiBase R G0.5 Comp.0225,843567351141
31.323.242.01-2,31323242012,Dynamic TiBase R G0.5 Comp.0242,843567351291
31.322.267.01-2,31322267012,Dynamic TiBase R G0.5 Comp.0267,843567350595
31.323.268.01-2,31323268012,Dynamic TiBase R G0.5 Comp.0268,843567350594
31.323.008.21-2,31323008212,Dynamic TiBase R G0.5 HC9 Comp.0008,843656873694
31.323.024.22-2,31323024222,Dynamic TiBase R G0.5 HC9 Comp.0024,843656873676
31.323.024.22-2,31323024222,Dynamic TiBase R G0.5 HC9 Comp.0024,843656873676
31.322.026.21-2,31322026212,Dynamic TiBase R G0.5 HC9 Comp.0026,843656873670
31.323.195.21-2,31323195212,Dynamic TiBase R G0.5 HC9 Comp.0195,843656873959
31.322.224.21-1,31322224211,Dynamic TiBase R G0.5 HC9 Comp.0224,
31.322.224.21-2,31322224212,Dynamic TiBase R G0.5 HC9 Comp.0224,843567351146
31.322.225.21-1,31322225211,Dynamic TiBase R G0.5 HC9 Comp.0225,
31.322.225.21-2,31322225212,Dynamic TiBase R G0.5 HC9 Comp.0225,843567351150
31.323.020.01-2,31323020012,Dynamic TiBase R G0.6 Comp.0020,843656873090
31.323.037.01-2,31323037012,Dynamic TiBase R G0.6 Comp.0037,843656873097
31.323.037.09-2,31323037092,Dynamic TiBase R G0.6 Comp.0037 E,843567351271
31.322.040.01-2,31322040012,Dynamic TiBase R G0.6 Comp.0040,843656873145
31.322.040.01-2,31322040012,Dynamic TiBase R G0.6 Comp.0040,843656873145
31.322.047.01-2,31322047012,Dynamic TiBase R G0.6 Comp.0047,843656873093
31.323.048.01-2,31323048012,Dynamic TiBase R G0.6 Comp.0048,843656873094
31.321.049.01-2,31321049012,Dynamic TiBase R G0.6 Comp.0049,843656873035
31.323.054.01-2,31323054012,Dynamic TiBase R G0.6 Comp.0054,843656873069
31.324.061.01-2,31324061012,Dynamic TiBase R G0.6 Comp.0061,843656873134
31.323.066.01-2,31323066012,Dynamic TiBase R G0.6 Comp.0066,843656873311
31.323.074.01-2,31323074012,Dynamic TiBase R G0.6 Comp.0074,843656873121
31.324.096.01-2,31324096012,Dynamic TiBase R G0.6 Comp.0096,843656873098
31.324.137.01-2,31324137012,Dynamic TiBase R G0.6 Comp.0137,843656873221
31.322.169.01-2,31322169012,Dynamic TiBase R G0.6 Comp.0169,843656873231
