name,description,category,price,stock_quantity,reference,reference_num,ean13,price_match_type,price_reference,retail_name,compatibility_code,ref_segment_1,ref_segment_2,ref_segment_3,ref_segment_4,ref_check_digit,options,generated_description,system_categories,active_system_categories,primary_system_category,is_active_from_categories
Dynamic TiBase R G0.6 Comp.0048,,,,0,31.323.048.01-2,31323048012,843656873094,none,,,048,31,323,048,01,2,"45º|30º|0,6;30º|25º|20º|0,6;24;45º|1,6|20|4,8|2,6|2,93|3,5|1,3;31º|45º|1,6|20|4,8|2,85|3|3,58;60º|45º|2|25|4,8|2,7|3,3|3,4","Referenčný kód: 31.323.048.01-2 | Systém: NEOSS | Parametre: 45º|30º|0,6;30º|25º|20º|0,6;24;45º|1,6|20|4,8|2,6|2,93|3,5|1,3;31º|45º|1,6|20|4,8|2,85|3|3,58;60º|45º|2|25|4,8|2,7|3,3|3,4",NEOSS,NEOSS,NEOSS,1
Dynamic TiBase R G0.6 Comp.0049,,,,0,31.321.049.01-2,31321049012,843656873035,none,,,049,31,321,049,01,2,"45º|30º|0,6;3","Referenčný kód: 31.321.049.01-2 | Systém: BEGO | Parametre: 45º|30º|0,6;3",BEGO,BEGO,BEGO,1
Dynamic TiBase R G0.6 Comp.0054,,,,0,31.323.054.01-2,31323054012,843656873069,none,,,054,31,323,054,01,2,"45º|25º|0,6;3;2,5|25|5,4|4,6|4,1|1,3|2,865|1,70","Referenčný kód: 31.323.054.01-2 | Systém: KLOCKNER | Parametre: 45º|25º|0,6;3;2,5|25|5,4|4,6|4,1|1,3|2,865|1,70",KLOCKNER,KLOCKNER,KLOCKNER,1
Dynamic TiBase R G0.6 Comp.0061,,,,0,31.324.061.01-2,31324061012,843656873134,none,,,061,31,324,061,01,2,"45º|30º|0,6;10;3|34.614|061.01|2","Referenčný kód: 31.324.061.01-2 | Systém: DENTIS | Parametre: 45º|30º|0,6;10;3|34.614|061.01|2",AVINENT;COLLELMEDI;DENTIS;DIO IMPLANTS;GMI (ILERIMPLANT);GT MEDICAL;KEYSTONE;KLOCKNER;MOZO-GRAU (TICARE);NOBEL BIOCARE;OSSTEM IMPLANT;TREE-OSS,DENTIS;DIO IMPLANTS;GT MEDICAL;KEYSTONE;KLOCKNER;NOBEL BIOCARE;OSSTEM IMPLANT,DENTIS,1
Dynamic TiBase R G0.6 Comp.0066,,,,0,31.323.066.01-2,31323066012,843656873311,none,,,066,31,323,066,01,2,"45º|30º|0,6;24;45º|1,6|20|6,6|1,95|4,78|5,2|1,4","Referenčný kód: 31.323.066.01-2 | Systém: ASTRA | Parametre: 45º|30º|0,6;24;45º|1,6|20|6,6|1,95|4,78|5,2|1,4",ASTRA,ASTRA,ASTRA,1
Dynamic TiBase R G0.6 Comp.0074,,,,0,31.323.074.01-2,31323074012,843656873121,none,,,074,31,323,074,01,2,"24;45º|30º|0,6;10;3|34.613|074.01|2;25º|45º|1,4|15|7,4|3,55|5|5,99;50º|45º|1,8|25|7,4|3,8|5,8|6,04;2|25|7,4|3,3|6|1,4|2,3|1,70","Referenčný kód: 31.323.074.01-2 | Systém: ANTHOGYR | Parametre: 24;45º|30º|0,6;10;3|34.613|074.01|2;25º|45º|1,4|15|7,4|3,55|5|5,99;50º|45º|1,8|25|7,4|3,8|5,8|6,04;2|25|7,4|3,3|6|1,4|2,3|1,70",ANTHOGYR;DENTIUM;DIO IMPLANTS;EUROTEKNIKA;GT MEDICAL;IMPLANT DIRECT;MEGAGEN;PROCLINIC;STRAUMANN;TRINON;ZIACOM,ANTHOGYR;DENTIUM;DIO IMPLANTS;EUROTEKNIKA;GT MEDICAL;IMPLANT DIRECT;MEGAGEN;STRAUMANN,ANTHOGYR,1
Dynamic TiBase R G0.6 Comp.0096,,,,0,31.324.096.01-2,31324096012,843656873098,none,,,096,31,324,096,01,2,"45º|30º|0,6;3","Referenčný kód: 31.324.096.01-2 | Systém: ACE | Parametre: 45º|30º|0,6;3",ACE;ANTHOGYR;DENTIUM;EUROTEKNIKA;IMPLANT DIRECT;PROCLINIC;SOUTHERN IMPLANTS;STRAUMANN,ACE;ANTHOGYR;DENTIUM;EUROTEKNIKA;IMPLANT DIRECT;SOUTHERN IMPLANTS;STRAUMANN,ACE,1
Dynamic TiBase R G0.6 Comp.0137,,,,0,31.324.137.01-2,31324137012,843656873221,none,,,137,31,324,137,01,2,"24;45º|30º|0,6;2|25|13,7|4|7,5|6,2|2,3|1,70","Referenčný kód: 31.324.137.01-2 | Systém: STRAUMANN | Parametre: 24;45º|30º|0,6;2|25|13,7|4|7,5|6,2|2,3|1,70",STRAUMANN,STRAUMANN,STRAUMANN,1
Dynamic TiBase R G0.6 Comp.0169,,,,0,31.322.169.01-2,31322169012,843656873231,none,,,169,31,322,169,01,2,"45º|29º|0,6;25º|15º|1,5;20º|3;30º|25º|15º|1,5;25º|20º|15º|3;12;3;1;2;4;1,5|2,9;2,5|3,9","Referenčný kód: 31.322.169.01-2 | Systém: ALPHABIO | Parametre: 45º|29º|0,6;25º|15º|1,5;20º|3;30º|25º|15º|1,5;25º|20º|15º|3;12;3;1;2;4;1,5|2,9;2,5|3,9",ALPHABIO,ALPHABIO,ALPHABIO,1
Dynamic TiBase R G0.6 Comp.0245,,,,0,31.323.245.01-2,31323245012,843567351005,none,,,245,31,323,245,01,2,"40º|0,6","Referenčný kód: 31.323.245.01-2 | Systém: TECH | Parametre: 40º|0,6",TECH,,TECH,0
Dynamic TiBase R G0.6 HC9 Comp.0040,,,,0,31.322.040.21-2,31322040212,843656873543,none,,,040,31,322,040,21,2,"45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2","Referenčný kód: 31.322.040.21-2 | Systém: ALFA-GATE | Parametre: 45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2",AB;ADIN;ALFA-GATE;ALPHABIO;ARDS;BIOHORIZONS;BIONER;BIOTEC;BTK;B&W;CORTEX;DITRON;DMI DENTAL SUPPLY;HI-TEC;IMPLANT DIRECT;IMPLANT GENESIS;INTRA-LOCK;JDENTALCARE;LEADER;MIS;NORIS MEDICAL;OSTEOPLUS;PROCLINIC;REFLECT;SOUTHERN IMPLANTS;TREE-OSS;TRI DENTAL IMPLANTS;VULKAN IMPLANTS;ZIACOM;ZIMMER;AVINENT;ECKERMANN;GMI (ILERIMPLANT);MICRODENT;NORMON;NOVA IMPLANTS;PALTOP;RADHEX;RITTER;WIN,ALFA-GATE;ALPHABIO;BIOHORIZONS;BIOTEC;BTK;CORTEX;IMPLANT DIRECT;JDENTALCARE;MIS;NORIS MEDICAL;SOUTHERN IMPLANTS;TRI DENTAL IMPLANTS;ZIMMER;MICRODENT,ALFA-GATE,1
Dynamic TiBase R G0.6 HC9 Comp.0040,,,,0,31.322.040.21-2,31322040212,843656873543,none,,,040,31,322,040,21,2,"45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2","Referenčný kód: 31.322.040.21-2 | Systém: ALFA-GATE | Parametre: 45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2",AB;ADIN;ALFA-GATE;ALPHABIO;ARDS;BIOHORIZONS;BIONER;BIOTEC;BTK;B&W;CORTEX;DITRON;DMI DENTAL SUPPLY;HI-TEC;IMPLANT DIRECT;IMPLANT GENESIS;INTRA-LOCK;JDENTALCARE;LEADER;MIS;NORIS MEDICAL;OSTEOPLUS;PROCLINIC;REFLECT;SOUTHERN IMPLANTS;TREE-OSS;TRI DENTAL IMPLANTS;VULKAN IMPLANTS;ZIACOM;ZIMMER;AVINENT;ECKERMANN;GMI (ILERIMPLANT);MICRODENT;NORMON;NOVA IMPLANTS;PALTOP;RADHEX;RITTER;WIN,ALFA-GATE;ALPHABIO;BIOHORIZONS;BIOTEC;BTK;CORTEX;IMPLANT DIRECT;JDENTALCARE;MIS;NORIS MEDICAL;SOUTHERN IMPLANTS;TRI DENTAL IMPLANTS;ZIMMER;MICRODENT,ALFA-GATE,1
Dynamic TiBase R G0.6 HC9 Comp.0048,,,,0,31.323.048.21-2,31323048212,843567350648,none,,,048,31,323,048,21,2,"45º|30º|0,6;30º|25º|20º|0,6;24;45º|1,6|20|4,8|2,6|2,93|3,5|1,3;31º|45º|1,6|20|4,8|2,85|3|3,58;60º|45º|2|25|4,8|2,7|3,3|3,4","Referenčný kód: 31.323.048.21-2 | Systém: NEOSS | Parametre: 45º|30º|0,6;30º|25º|20º|0,6;24;45º|1,6|20|4,8|2,6|2,93|3,5|1,3;31º|45º|1,6|20|4,8|2,85|3|3,58;60º|45º|2|25|4,8|2,7|3,3|3,4",NEOSS,NEOSS,NEOSS,1
Dynamic TiBase R G0.7 Comp.0013,,,,0,31.323.013.01-2,31323013012,843656873057,none,,,013,31,323,013,01,2,"43º|23º|0,7;45º|1,8|0,35|25|7,7|2,5|5,7|6,4","Referenčný kód: 31.323.013.01-2 | Systém: DIO IMPLANTS | Parametre: 43º|23º|0,7;45º|1,8|0,35|25|7,7|2,5|5,7|6,4",DIO IMPLANTS,DIO IMPLANTS,DIO IMPLANTS,1
Dynamic TiBase R G0.7 Comp.0017,,,,0,31.323.017.01-2,31323017012,843656873086,none,,,017,31,323,017,01,2,"45º|24º|0,7;25º|15º|1,5;30º|25º|15º|0,7;10;3;2","Referenčný kód: 31.323.017.01-2 | Systém: MIS | Parametre: 45º|24º|0,7;25º|15º|1,5;30º|25º|15º|0,7;10;3;2",MIS,MIS,MIS,1
Dynamic TiBase R G0.7 Comp.0038,,,,0,31.322.038.01-2,31322038012,843656873139,none,,,038,31,322,038,01,2,"45º|29º|0,7;30º|25º|10º|0,7;3;70º|45º|2|3,81|2,35|2,42|1,39|1,70","Referenčný kód: 31.322.038.01-2 | Systém: XIVE | Parametre: 45º|29º|0,7;30º|25º|10º|0,7;3;70º|45º|2|3,81|2,35|2,42|1,39|1,70",XIVE,XIVE,XIVE,1
Dynamic TiBase R G0.7 Comp.0039,,,,0,31.323.039.01-2,31323039012,843656873140,none,,,039,31,323,039,01,2,"24;45º|29º|0,7;25º|2;30º|25º|10º|0,7;3;1;45º|1,4|15|3,9|1,8|2,1|2,4|1,70;60º|45º|2|3,9|1,9|2,41|2,5|1,4","Referenčný kód: 31.323.039.01-2 | Systém: XIVE | Parametre: 24;45º|29º|0,7;25º|2;30º|25º|10º|0,7;3;1;45º|1,4|15|3,9|1,8|2,1|2,4|1,70;60º|45º|2|3,9|1,9|2,41|2,5|1,4",SIN IMPLANTS;XIVE,XIVE,XIVE,1
Dynamic TiBase R G0.7 Comp.0059,,,,0,31.324.059.01-2,31324059012,843656873048,none,,,059,31,324,059,01,2,"24;45º|27º|0,7;3","Referenčný kód: 31.324.059.01-2 | Systém: BTI | Parametre: 24;45º|27º|0,7;3",BTI,BTI,BTI,1
Dynamic TiBase R G0.7 HC9 Comp.0017,,,,0,31.323.017.21-2,31323017212,843656873687,none,,,017,31,323,017,21,2,"45º|24º|0,7;25º|15º|1,5;30º|25º|15º|0,7;10;3;2","Referenčný kód: 31.323.017.21-2 | Systém: MIS | Parametre: 45º|24º|0,7;25º|15º|1,5;30º|25º|15º|0,7;10;3;2",MIS,MIS,MIS,1
Dynamic TiBase R G0.7 HC9 Comp.0038,,,,0,31.322.038.21-2,31322038212,843656873689,none,,,038,31,322,038,21,2,"45º|29º|0,7;30º|25º|10º|0,7;3;70º|45º|2|3,81|2,35|2,42|1,39|1,70","Referenčný kód: 31.322.038.21-2 | Systém: XIVE | Parametre: 45º|29º|0,7;30º|25º|10º|0,7;3;70º|45º|2|3,81|2,35|2,42|1,39|1,70",XIVE,XIVE,XIVE,1
Dynamic TiBase R G0.7 HC9 Comp.0039,,,,0,31.323.039.21-2,31323039212,843656873574,none,,,039,31,323,039,21,2,"24;45º|29º|0,7;25º|2;30º|25º|10º|0,7;3;1;45º|1,4|15|3,9|1,8|2,1|2,4|1,70;60º|45º|2|3,9|1,9|2,41|2,5|1,4","Referenčný kód: 31.323.039.21-2 | Systém: XIVE | Parametre: 24;45º|29º|0,7;25º|2;30º|25º|10º|0,7;3;1;45º|1,4|15|3,9|1,8|2,1|2,4|1,70;60º|45º|2|3,9|1,9|2,41|2,5|1,4",SIN IMPLANTS;XIVE,XIVE,XIVE,1
Dynamic TiBase R G0.8 Comp.0016,,,,0,31.322.016.01-2,31322016012,843656873085,none,,,016,31,322,016,01,2,"45º|28º|0,8;25º|1,5;25º|15º|1.5;3;1;2;4","Referenčný kód: 31.322.016.01-2 | Systém: MIS | Parametre: 45º|28º|0,8;25º|1,5;25º|15º|1.5;3;1;2;4",MIS,MIS,MIS,1
Dynamic TiBase R G0.8 Comp.0019,,,,0,31.322.019.01-2,31322019012,843656873089,none,,,019,31,322,019,01,2,"45º|30º|0,8;3;1","Referenčný kód: 31.322.019.01-2 | Systém: MIS | Parametre: 45º|30º|0,8;3;1",MIS,MIS,MIS,1
Dynamic TiBase R G0.8 Comp.0191,,,,0,31.322.191.01-2,31322191012,843656873850,none,,,191,31,322,191,01,2,"45º|0,8","Referenčný kód: 31.322.191.01-2 | Systém: DENTIUM | Parametre: 45º|0,8",COMPATIBILITIES AVAILABLE;DENTIUM;Marca,DENTIUM,DENTIUM,1
Dynamic TiBase R G0.9 Comp.0069,,,,0,31.323.069.01-2,31323069012,,none,,,069,31,323,069,01,2,"45º|1,8|6,9|3,5|5,4|1,5|2,3|1,70","Referenčný kód: 31.323.069.01-2 | Parametre: 45º|1,8|6,9|3,5|5,4|1,5|2,3|1,70",,,,0
Dynamic TiBase R G0.9 Comp.0167,,,,0,31.322.167.01-2,31322167012,843567350366,none,,,167,31,322,167,01,2,"43º|30º|0,9;3","Referenčný kód: 31.322.167.01-2 | Systém: LASAK | Parametre: 43º|30º|0,9;3",KUWOTECH;LASAK,LASAK,LASAK,1
Dynamic TiBase R G1 Comp.0004,,,,0,31.323.004.01-2,31323004012,843656873029,none,,,004,31,323,004,01,2,"45º|29º|1;30º|20º|2;25º|3;20º|25º|4;25º|20º|10º|1;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9","Referenčný kód: 31.323.004.01-2 | Systém: ASTRA | Parametre: 45º|29º|1;30º|20º|2;25º|3;20º|25º|4;25º|20º|10º|1;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9",ASTRA;CORTEX;EASY IMPLANTS;EUROTEKNIKA;GALIMPLANT;IMPLANTSWISS;MOZO-GRAU (TICARE);MPI;PROCLINIC;REFLECT;SIGNO VINCES;SOUTHERN IMPLANTS;TITANIUM-FIX;UFIT;WARANTEC (ONEPLANT);ZIACOM,ASTRA;CORTEX;EUROTEKNIKA;IMPLANTSWISS;SOUTHERN IMPLANTS;UFIT,ASTRA,1
Dynamic TiBase R G1 Comp.0005,,,,0,31.324.005.01-2,31324005012,843656873030,none,,,005,31,324,005,01,2,"1.27;38º|23º|1;25º|15º|2;20º|3;15º|4;25º|20º|10º|1;3;1,27;45º|1,4|0,3|15|7,6|3,6|5,21|6;45º|1,4|0,3|15|7,5|2,4|5,5|5,7;45º|1,4|0,3|15|4|1,7|2,25|1,75;45º|1,6|0,35|20|7,5|3,6|5,44|5,9","Referenčný kód: 31.324.005.01-2 | Systém: ASTRA | Parametre: 1.27;38º|23º|1;25º|15º|2;20º|3;15º|4;25º|20º|10º|1;3;1,27;45º|1,4|0,3|15|7,6|3,6|5,21|6;45º|1,4|0,3|15|7,5|2,4|5,5|5,7;45º|1,4|0,3|15|4|1,7|2,25|1,75;45º|1,6|0,35|20|7,5|3,6|5,44|5,9",ASTRA;BIOGENESIS;CORTEX;GT MEDICAL;MOZO-GRAU (TICARE);MPI;REFLECT;SIGNO VINCES;PROCLINIC;SOUTHERN IMPLANTS;TITANIUM-FIX;UFIT,ASTRA;BIOGENESIS;CORTEX;GT MEDICAL;SOUTHERN IMPLANTS;UFIT,ASTRA,1
Dynamic TiBase R G1 Comp.0009,,,,0,31.322.009.03-2,31322009032,843656873821,none,,,009,31,322,009,03,2,"45º|25º|0,3;25º|0,5;25º|1;3","Referenčný kód: 31.322.009.03-2 | Systém: BTI | Parametre: 45º|25º|0,3;25º|0,5;25º|1;3",BTI;MPI;OSTEOPLUS;PROCLINIC,BTI,BTI,1
Dynamic TiBase R G1 Comp.0009,,,,0,31.322.009.03-2,31322009032,843656873821,none,,,009,31,322,009,03,2,"45º|25º|0,3;25º|0,5;25º|1;3","Referenčný kód: 31.322.009.03-2 | Systém: BTI | Parametre: 45º|25º|0,3;25º|0,5;25º|1;3",BTI;MPI;OSTEOPLUS;PROCLINIC,BTI,BTI,1
Dynamic TiBase R G1 Comp.0010,,,,0,31.323.010.02-2,31323010022,,none,,,010,31,323,010,02,2,"45º|29º|0,3;43.624|410.012;3;1;2;4;12","Referenčný kód: 31.323.010.02-2 | Systém: BTI | Parametre: 45º|29º|0,3;43.624|410.012;3;1;2;4;12",BTI,BTI,BTI,1
Dynamic TiBase R G1 Comp.0044,,,,0,31.322.044.01-2,31322044012,843656873073,none,,,044,31,322,044,01,2,"24;42º|23º|1;25º|2;25º|20º|10º|1;3;60º|45º|1,4|15|4,4|2,15|2,73|3;1,8|25|4,4|2,75|3|1,4|2,3|1,70;45º|2|25|4,4|2,45|2,95|3,1|1,3","Referenčný kód: 31.322.044.01-2 | Systém: KEYSTONE | Parametre: 24;42º|23º|1;25º|2;25º|20º|10º|1;3;60º|45º|1,4|15|4,4|2,15|2,73|3;1,8|25|4,4|2,75|3|1,4|2,3|1,70;45º|2|25|4,4|2,45|2,95|3,1|1,3",KEYSTONE,KEYSTONE,KEYSTONE,1
Dynamic TiBase R G1 Comp.0045,,,,0,31.323.045.01-2,31323045012,843656873074,none,,,045,31,323,045,01,2,"24;43º|22º|1;25º|2;25º|20º|10º|1;3;70º|45º|1,8|25|4,5|2,3|2,81|2,9","Referenčný kód: 31.323.045.01-2 | Systém: KEYSTONE | Parametre: 24;43º|22º|1;25º|2;25º|20º|10º|1;3;70º|45º|1,8|25|4,5|2,3|2,81|2,9",KEYSTONE,KEYSTONE,KEYSTONE,1
Dynamic TiBase R G1 Comp.0046,,,,0,31.324.046.01-2,31324046012,843656873075,none,,,046,31,324,046,01,2,"42º|21º|1;30º|20º|10º|1;10;3;24;35º|45º|1,4|15|4,6|2,5|3,17|1,43","Referenčný kód: 31.324.046.01-2 | Systém: KEYSTONE | Parametre: 42º|21º|1;30º|20º|10º|1;10;3;24;35º|45º|1,4|15|4,6|2,5|3,17|1,43",KEYSTONE,KEYSTONE,KEYSTONE,1
Dynamic TiBase R G1 Comp.0075,,,,0,31.322.075.01-2,31322075012,843656873229,none,,,075,31,322,075,01,2,"24;42º|24º|1;20º|15º|2;20º|3;15º|4;30º|20º|15º|1;3;2;4;1,8|25|7,5|3,3|6,1|1,4|2,3|1,70;35º|2|25|7,5|2,75|5,9|6,19|1,31","Referenčný kód: 31.322.075.01-2 | Systém: ANKLYOS | Parametre: 24;42º|24º|1;20º|15º|2;20º|3;15º|4;30º|20º|15º|1;3;2;4;1,8|25|7,5|3,3|6,1|1,4|2,3|1,70;35º|2|25|7,5|2,75|5,9|6,19|1,31",ANKLYOS,,ANKLYOS,0
Dynamic TiBase R G1 Comp.0086,,,,0,31.325.086.01-2,31325086012,843656873636,none,,,086,31,325,086,01,2,"45º|1;24;45º|1,6|20|8,6|3|7,2|1,4|2,3","Referenčný kód: 31.325.086.01-2 | Systém: XIVE | Parametre: 45º|1;24;45º|1,6|20|8,6|3|7,2|1,4|2,3",XIVE,XIVE,XIVE,1
Dynamic TiBase R G1 Comp.0092,,,,0,31.325.092.01-2,31325092012,843656873613,none,,,092,31,325,092,01,2,45º|25º|1;25º|2;20º|3;30º|25º|15º|1;3,Referenčný kód: 31.325.092.01-2 | Systém: ASTRA | Parametre: 45º|25º|1;25º|2;20º|3;30º|25º|15º|1;3,ASTRA,ASTRA,ASTRA,1
"Dynamic TiBase R G1 Comp.0120, 0121",,,,0,31.323.121.01-2,31323121012,843656873054,none,,,121,31,323,121,01,2,45º|25º|1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;12,Referenčný kód: 31.323.121.01-2 | Systém: CAMLOG | Parametre: 45º|25º|1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;12,CAMLOG,CAMLOG,CAMLOG,1
Dynamic TiBase R G1 Comp.0165,,,,0,31.323.165.01-2,31323165012,843656873224,none,,,165,31,323,165,01,2,,Referenčný kód: 31.323.165.01-2,,,,0
Dynamic TiBase R G1 Comp.0223,,,,0,31.323.223.01-2,31323223012,843567351327,none,,,223,31,323,223,01,2,30º|1;25º|15º|2;20º|10º|3;3,Referenčný kód: 31.323.223.01-2 | Systém: MEGAGEN | Parametre: 30º|1;25º|15º|2;20º|10º|3;3,MEGAGEN,MEGAGEN,MEGAGEN,1
Dynamic TiBase R G1 Comp.0246,,,,0,31.322.246.01-2,31322246012,843567351001,none,,,246,31,322,246,01,2,25º|1;25º|2,Referenčný kód: 31.322.246.01-2 | Systém: TECH | Parametre: 25º|1;25º|2,TECH,,TECH,0
Dynamic TiBase R G1 HC9 Comp.0003,,,,0,31.322.003.23-2,31322003232,843567350358,none,,,003,31,322,003,23,2,"1.20;45º|30º|0,3;25º|30º|0,5;30º|25º|15º|1;3;1,20;45º|1,2|0,25|15|7,85|2,7|6,2|6,55;45º|1,4|0,3|15|3,9|1,91|2,1|1,8;45º|1,4|0,3|15|4|2|2,2|1,8;45º|1,4|0,3|15|7,6|2,4|6,05|6,3;45º|1,4|0,3|15|7,5|2,5|5,45|5,7;30º|1,4|0,3|15|5,3|1,34|3,7|1,6","Referenčný kód: 31.322.003.23-2 | Systém: BTK | Parametre: 1.20;45º|30º|0,3;25º|30º|0,5;30º|25º|15º|1;3;1,20;45º|1,2|0,25|15|7,85|2,7|6,2|6,55;45º|1,4|0,3|15|3,9|1,91|2,1|1,8;45º|1,4|0,3|15|4|2|2,2|1,8;45º|1,4|0,3|15|7,6|2,4|6,05|6,3;45º|1,4|0,3|15|7,5|2,5|5,45|5,7;30º|1,4|0,3|15|5,3|1,34|3,7|1,6",BIOMET 3L;BIOLOK;BTK;EASY IMPLANT;MICRODENT;MOZO-GRAU (TICARE);SOUTHERN IMPLANTS,BTK;MICRODENT;SOUTHERN IMPLANTS,BTK,1
Dynamic TiBase R G1 HC9 Comp.0003,,,,0,31.322.003.23-2,31322003232,843567350358,none,,,003,31,322,003,23,2,"1.20;45º|30º|0,3;25º|30º|0,5;30º|25º|15º|1;3;1,20;45º|1,2|0,25|15|7,85|2,7|6,2|6,55;45º|1,4|0,3|15|3,9|1,91|2,1|1,8;45º|1,4|0,3|15|4|2|2,2|1,8;45º|1,4|0,3|15|7,6|2,4|6,05|6,3;45º|1,4|0,3|15|7,5|2,5|5,45|5,7;30º|1,4|0,3|15|5,3|1,34|3,7|1,6","Referenčný kód: 31.322.003.23-2 | Systém: BTK | Parametre: 1.20;45º|30º|0,3;25º|30º|0,5;30º|25º|15º|1;3;1,20;45º|1,2|0,25|15|7,85|2,7|6,2|6,55;45º|1,4|0,3|15|3,9|1,91|2,1|1,8;45º|1,4|0,3|15|4|2|2,2|1,8;45º|1,4|0,3|15|7,6|2,4|6,05|6,3;45º|1,4|0,3|15|7,5|2,5|5,45|5,7;30º|1,4|0,3|15|5,3|1,34|3,7|1,6",BIOMET 3L;BIOLOK;BTK;EASY IMPLANT;MICRODENT;MOZO-GRAU (TICARE);SOUTHERN IMPLANTS,BTK;MICRODENT;SOUTHERN IMPLANTS,BTK,1
Dynamic TiBase R G1 HC9 Comp.0004,,,,0,31.323.004.21-2,31323004212,843656873666,none,,,004,31,323,004,21,2,"45º|29º|1;30º|20º|2;25º|3;20º|25º|4;25º|20º|10º|1;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9","Referenčný kód: 31.323.004.21-2 | Systém: ASTRA | Parametre: 45º|29º|1;30º|20º|2;25º|3;20º|25º|4;25º|20º|10º|1;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9",ASTRA;CORTEX;EASY IMPLANTS;EUROTEKNIKA;GALIMPLANT;IMPLANTSWISS;MOZO-GRAU (TICARE);MPI;PROCLINIC;REFLECT;SIGNO VINCES;SOUTHERN IMPLANTS;TITANIUM-FIX;UFIT;WARANTEC (ONEPLANT);ZIACOM,ASTRA;CORTEX;EUROTEKNIKA;IMPLANTSWISS;SOUTHERN IMPLANTS;UFIT,ASTRA,1
Dynamic TiBase R G1 HC9 Comp.0005,,,,0,31.324.005.21-2,31324005212,843656873667,none,,,005,31,324,005,21,2,"1.27;38º|23º|1;25º|15º|2;20º|3;15º|4;25º|20º|10º|1;3;1,27;45º|1,4|0,3|15|7,6|3,6|5,21|6;45º|1,4|0,3|15|7,5|2,4|5,5|5,7;45º|1,4|0,3|15|4|1,7|2,25|1,75;45º|1,6|0,35|20|7,5|3,6|5,44|5,9","Referenčný kód: 31.324.005.21-2 | Systém: ASTRA | Parametre: 1.27;38º|23º|1;25º|15º|2;20º|3;15º|4;25º|20º|10º|1;3;1,27;45º|1,4|0,3|15|7,6|3,6|5,21|6;45º|1,4|0,3|15|7,5|2,4|5,5|5,7;45º|1,4|0,3|15|4|1,7|2,25|1,75;45º|1,6|0,35|20|7,5|3,6|5,44|5,9",ASTRA;BIOGENESIS;CORTEX;GT MEDICAL;MOZO-GRAU (TICARE);MPI;REFLECT;SIGNO VINCES;PROCLINIC;SOUTHERN IMPLANTS;TITANIUM-FIX;UFIT,ASTRA;BIOGENESIS;CORTEX;GT MEDICAL;SOUTHERN IMPLANTS;UFIT,ASTRA,1
Dynamic TiBase R G1 HC9 Comp.0015,,,,0,31.323.015.27-2,31323015272,843567351188,none,,,015,31,323,015,27,2,"43º|23º|1,7;25º|15º|2,5;25º|3;20º|4;15º|5;30º|25º|20º|1;30º|25º|10º|1,7;25º|20º|10º|2,5;25º|20º|10º|3,5;3;1;2","Referenčný kód: 31.323.015.27-2 | Systém: JDENTALCARE | Parametre: 43º|23º|1,7;25º|15º|2,5;25º|3;20º|4;15º|5;30º|25º|20º|1;30º|25º|10º|1,7;25º|20º|10º|2,5;25º|20º|10º|3,5;3;1;2",OXY;JDENTALCARE;MEGAGEN,JDENTALCARE;MEGAGEN,JDENTALCARE,1
