name,description,category,price,stock_quantity,reference,reference_num,ean13,price_match_type,price_reference,retail_name,compatibility_code,ref_segment_1,ref_segment_2,ref_segment_3,ref_segment_4,ref_check_digit,options,generated_description,system_categories,active_system_categories,primary_system_category,is_active_from_categories
Dynamic TiBase NR G1 HC9 Comp.0003,,,,0,31.312.003.23-2,31312003232,843567350348,none,,,003,31,312,003,23,2,"1.20;45º|30º|0,3;25º|30º|0,5;30º|25º|15º|1;3;1,20;45º|1,2|0,25|15|7,85|2,7|6,2|6,55;45º|1,4|0,3|15|3,9|1,91|2,1|1,8;45º|1,4|0,3|15|4|2|2,2|1,8;45º|1,4|0,3|15|7,6|2,4|6,05|6,3;45º|1,4|0,3|15|7,5|2,5|5,45|5,7;30º|1,4|0,3|15|5,3|1,34|3,7|1,6","Referenčný kód: 31.312.003.23-2 | Systém: BTK | Parametre: 1.20;45º|30º|0,3;25º|30º|0,5;30º|25º|15º|1;3;1,20;45º|1,2|0,25|15|7,85|2,7|6,2|6,55;45º|1,4|0,3|15|3,9|1,91|2,1|1,8;45º|1,4|0,3|15|4|2|2,2|1,8;45º|1,4|0,3|15|7,6|2,4|6,05|6,3;45º|1,4|0,3|15|7,5|2,5|5,45|5,7;30º|1,4|0,3|15|5,3|1,34|3,7|1,6",BIOMET 3L;BIOLOK;BTK;EASY IMPLANT;MICRODENT;MOZO-GRAU (TICARE);SOUTHERN IMPLANTS,BTK;MICRODENT;SOUTHERN IMPLANTS,BTK,1
Dynamic TiBase NR G1 HC9 Comp.0004,,,,0,31.313.004.21-2,31313004212,843656873531,none,,,004,31,313,004,21,2,"45º|29º|1;30º|20º|2;25º|3;20º|25º|4;25º|20º|10º|1;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9","Referenčný kód: 31.313.004.21-2 | Systém: ASTRA | Parametre: 45º|29º|1;30º|20º|2;25º|3;20º|25º|4;25º|20º|10º|1;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9",ASTRA;CORTEX;EASY IMPLANTS;EUROTEKNIKA;GALIMPLANT;IMPLANTSWISS;MOZO-GRAU (TICARE);MPI;PROCLINIC;REFLECT;SIGNO VINCES;SOUTHERN IMPLANTS;TITANIUM-FIX;UFIT;WARANTEC (ONEPLANT);ZIACOM,ASTRA;CORTEX;EUROTEKNIKA;IMPLANTSWISS;SOUTHERN IMPLANTS;UFIT,ASTRA,1
Dynamic TiBase NR G1 HC9 Comp.0005,,,,0,31.314.005.21-2,31314005212,843656873665,none,,,005,31,314,005,21,2,"1.27;38º|23º|1;25º|15º|2;20º|3;15º|4;25º|20º|10º|1;3;1,27;45º|1,4|0,3|15|7,6|3,6|5,21|6;45º|1,4|0,3|15|7,5|2,4|5,5|5,7;45º|1,4|0,3|15|4|1,7|2,25|1,75;45º|1,6|0,35|20|7,5|3,6|5,44|5,9","Referenčný kód: 31.314.005.21-2 | Systém: ASTRA | Parametre: 1.27;38º|23º|1;25º|15º|2;20º|3;15º|4;25º|20º|10º|1;3;1,27;45º|1,4|0,3|15|7,6|3,6|5,21|6;45º|1,4|0,3|15|7,5|2,4|5,5|5,7;45º|1,4|0,3|15|4|1,7|2,25|1,75;45º|1,6|0,35|20|7,5|3,6|5,44|5,9",ASTRA;BIOGENESIS;CORTEX;GT MEDICAL;MOZO-GRAU (TICARE);MPI;REFLECT;SIGNO VINCES;PROCLINIC;SOUTHERN IMPLANTS;TITANIUM-FIX;UFIT,ASTRA;BIOGENESIS;CORTEX;GT MEDICAL;SOUTHERN IMPLANTS;UFIT,ASTRA,1
Dynamic TiBase NR G1 HC9 Comp.0015,,,,0,31.313.015.27-1,31313015271,,none,,,015,31,313,015,27,1,"43º|23º|1,7;25º|15º|2,5;25º|3;20º|4;15º|5;30º|25º|20º|1;30º|25º|10º|1,7;25º|20º|10º|2,5;25º|20º|10º|3,5;3;1;2","Referenčný kód: 31.313.015.27-1 | Systém: JDENTALCARE | Parametre: 43º|23º|1,7;25º|15º|2,5;25º|3;20º|4;15º|5;30º|25º|20º|1;30º|25º|10º|1,7;25º|20º|10º|2,5;25º|20º|10º|3,5;3;1;2",OXY;JDENTALCARE;MEGAGEN,JDENTALCARE;MEGAGEN,JDENTALCARE,1
Dynamic TiBase NR G1 HC9 Comp.0015,,,,0,31.313.015.27-2,31313015272,843567351074,none,,,015,31,313,015,27,2,"43º|23º|1,7;25º|15º|2,5;25º|3;20º|4;15º|5;30º|25º|20º|1;30º|25º|10º|1,7;25º|20º|10º|2,5;25º|20º|10º|3,5;3;1;2","Referenčný kód: 31.313.015.27-2 | Systém: JDENTALCARE | Parametre: 43º|23º|1,7;25º|15º|2,5;25º|3;20º|4;15º|5;30º|25º|20º|1;30º|25º|10º|1,7;25º|20º|10º|2,5;25º|20º|10º|3,5;3;1;2",OXY;JDENTALCARE;MEGAGEN,JDENTALCARE;MEGAGEN,JDENTALCARE,1
Dynamic TiBase NR G1 HC9 Comp.0024,,,,0,31.313.024.23-2,31313024232,843656873522,none,,,024,31,313,024,23,2,"45º|30º|0,3;30º|0,5;30º|25º|10º|0,3;30º|25º|10º|0,5;30º|25º|10º|1;30º|25º|10º|2;25º|20º|15º|3;25º|20º|15º|4;3;2|3","Referenčný kód: 31.313.024.23-2 | Systém: ACE | Parametre: 45º|30º|0,3;30º|0,5;30º|25º|10º|0,3;30º|25º|10º|0,5;30º|25º|10º|1;30º|25º|10º|2;25º|20º|15º|3;25º|20º|15º|4;3;2|3",ACE;ANTHOGYR;AVINENT;BIOGENESIS;B&W;BIOMET 3L;BIONER;BTI;BTK;DENTIS;DIO IMPLANTS;EASY IMPLANT;ECKERMANN;DSP BIOMEDICAL;EUROTEKNIKA;GALIMPLANT;GMI (ILERIMPLANT);GT MEDICAL;INTRA-LOCK;KEYSTONE;KLOCKNER;LEADER;MEGAGEN;MICRODENT;MIS;MOZO-GRAU (TICARE);MPI;NEODENT;NOBEL BIOCARE;NORMON;OSSTEM IMPLANT;OSTEOPLUS;OXY;PHIBO;PROCLINIC;RADHEX;SIGNO VINCES;SIN IMPLANTS;SOUTHERN IMPLANTS;SYTHEX;TREE-OSS;TRINON;ZIACON,ACE;ANTHOGYR;BIOGENESIS;BTI;BTK;DENTIS;DIO IMPLANTS;EUROTEKNIKA;GT MEDICAL;KEYSTONE;KLOCKNER;MEGAGEN;MICRODENT;MIS;NEODENT;NOBEL BIOCARE;OSSTEM IMPLANT;PHIBO;SOUTHERN IMPLANTS,ACE,1
Dynamic TiBase NR G1 HC9 Comp.0024,,,,0,31.313.024.23-2,31313024232,843656873522,none,,,024,31,313,024,23,2,"45º|30º|0,3;30º|0,5;30º|25º|10º|0,3;30º|25º|10º|0,5;30º|25º|10º|1;30º|25º|10º|2;25º|20º|15º|3;25º|20º|15º|4;3;2|3","Referenčný kód: 31.313.024.23-2 | Systém: ACE | Parametre: 45º|30º|0,3;30º|0,5;30º|25º|10º|0,3;30º|25º|10º|0,5;30º|25º|10º|1;30º|25º|10º|2;25º|20º|15º|3;25º|20º|15º|4;3;2|3",ACE;ANTHOGYR;AVINENT;BIOGENESIS;B&W;BIOMET 3L;BIONER;BTI;BTK;DENTIS;DIO IMPLANTS;EASY IMPLANT;ECKERMANN;DSP BIOMEDICAL;EUROTEKNIKA;GALIMPLANT;GMI (ILERIMPLANT);GT MEDICAL;INTRA-LOCK;KEYSTONE;KLOCKNER;LEADER;MEGAGEN;MICRODENT;MIS;MOZO-GRAU (TICARE);MPI;NEODENT;NOBEL BIOCARE;NORMON;OSSTEM IMPLANT;OSTEOPLUS;OXY;PHIBO;PROCLINIC;RADHEX;SIGNO VINCES;SIN IMPLANTS;SOUTHERN IMPLANTS;SYTHEX;TREE-OSS;TRINON;ZIACON,ACE;ANTHOGYR;BIOGENESIS;BTI;BTK;DENTIS;DIO IMPLANTS;EUROTEKNIKA;GT MEDICAL;KEYSTONE;KLOCKNER;MEGAGEN;MICRODENT;MIS;NEODENT;NOBEL BIOCARE;OSSTEM IMPLANT;PHIBO;SOUTHERN IMPLANTS,ACE,1
Dynamic TiBase NR G1 HC9 Comp.0040,,,,0,31.312.040.29-2,31312040292,843656873955,none,,,040,31,312,040,29,2,"45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2","Referenčný kód: 31.312.040.29-2 | Systém: ALFA-GATE | Parametre: 45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2",AB;ADIN;ALFA-GATE;ALPHABIO;ARDS;BIOHORIZONS;BIONER;BIOTEC;BTK;B&W;CORTEX;DITRON;DMI DENTAL SUPPLY;HI-TEC;IMPLANT DIRECT;IMPLANT GENESIS;INTRA-LOCK;JDENTALCARE;LEADER;MIS;NORIS MEDICAL;OSTEOPLUS;PROCLINIC;REFLECT;SOUTHERN IMPLANTS;TREE-OSS;TRI DENTAL IMPLANTS;VULKAN IMPLANTS;ZIACOM;ZIMMER;AVINENT;ECKERMANN;GMI (ILERIMPLANT);MICRODENT;NORMON;NOVA IMPLANTS;PALTOP;RADHEX;RITTER;WIN,ALFA-GATE;ALPHABIO;BIOHORIZONS;BIOTEC;BTK;CORTEX;IMPLANT DIRECT;JDENTALCARE;MIS;NORIS MEDICAL;SOUTHERN IMPLANTS;TRI DENTAL IMPLANTS;ZIMMER;MICRODENT,ALFA-GATE,1
Dynamic TiBase NR G1 HC9 Comp.0040,,,,0,31.312.040.29-2,31312040292,843656873955,none,,,040,31,312,040,29,2,"45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2","Referenčný kód: 31.312.040.29-2 | Systém: ALFA-GATE | Parametre: 45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2",AB;ADIN;ALFA-GATE;ALPHABIO;ARDS;BIOHORIZONS;BIONER;BIOTEC;BTK;B&W;CORTEX;DITRON;DMI DENTAL SUPPLY;HI-TEC;IMPLANT DIRECT;IMPLANT GENESIS;INTRA-LOCK;JDENTALCARE;LEADER;MIS;NORIS MEDICAL;OSTEOPLUS;PROCLINIC;REFLECT;SOUTHERN IMPLANTS;TREE-OSS;TRI DENTAL IMPLANTS;VULKAN IMPLANTS;ZIACOM;ZIMMER;AVINENT;ECKERMANN;GMI (ILERIMPLANT);MICRODENT;NORMON;NOVA IMPLANTS;PALTOP;RADHEX;RITTER;WIN,ALFA-GATE;ALPHABIO;BIOHORIZONS;BIOTEC;BTK;CORTEX;IMPLANT DIRECT;JDENTALCARE;MIS;NORIS MEDICAL;SOUTHERN IMPLANTS;TRI DENTAL IMPLANTS;ZIMMER;MICRODENT,ALFA-GATE,1
Dynamic TiBase NR G1 HC9 Comp.0044,,,,0,31.312.044.21-2,31312044212,843656873691,none,,,044,31,312,044,21,2,"24;42º|23º|1;25º|2;25º|20º|10º|1;3;60º|45º|1,4|15|4,4|2,15|2,73|3;1,8|25|4,4|2,75|3|1,4|2,3|1,70;45º|2|25|4,4|2,45|2,95|3,1|1,3","Referenčný kód: 31.312.044.21-2 | Systém: KEYSTONE | Parametre: 24;42º|23º|1;25º|2;25º|20º|10º|1;3;60º|45º|1,4|15|4,4|2,15|2,73|3;1,8|25|4,4|2,75|3|1,4|2,3|1,70;45º|2|25|4,4|2,45|2,95|3,1|1,3",KEYSTONE,KEYSTONE,KEYSTONE,1
Dynamic TiBase NR G1 HC9 Comp.0045,,,,0,31.313.045.21-2,31313045212,843656873675,none,,,045,31,313,045,21,2,"24;43º|22º|1;25º|2;25º|20º|10º|1;3;70º|45º|1,8|25|4,5|2,3|2,81|2,9","Referenčný kód: 31.313.045.21-2 | Systém: KEYSTONE | Parametre: 24;43º|22º|1;25º|2;25º|20º|10º|1;3;70º|45º|1,8|25|4,5|2,3|2,81|2,9",KEYSTONE,KEYSTONE,KEYSTONE,1
Dynamic TiBase NR G1 HC9 Comp.0046,,,,0,31.314.046.21-2,31314046212,843656873693,none,,,046,31,314,046,21,2,"42º|21º|1;30º|20º|10º|1;10;3;24;35º|45º|1,4|15|4,6|2,5|3,17|1,43","Referenčný kód: 31.314.046.21-2 | Systém: KEYSTONE | Parametre: 42º|21º|1;30º|20º|10º|1;10;3;24;35º|45º|1,4|15|4,6|2,5|3,17|1,43",KEYSTONE,KEYSTONE,KEYSTONE,1
Dynamic TiBase NR G1 HC9 Comp.0090,,,,0,31.311.090.21-2,31311090212,843567350682,none,,,090,31,311,090,21,2,"24;45º|24º|1;25º|2;20º|3;30º|25º|15º|1;10;3;2|25|9|4|7,5|1,5|2,3|1,70","Referenčný kód: 31.311.090.21-2 | Systém: ASTRA | Parametre: 24;45º|24º|1;25º|2;20º|3;30º|25º|15º|1;10;3;2|25|9|4|7,5|1,5|2,3|1,70",ASTRA,ASTRA,ASTRA,1
Dynamic TiBase NR G1 HC9 Comp.0092,,,,0,31.315.092.21-1,31315092211,,none,,,092,31,315,092,21,1,45º|25º|1;25º|2;20º|3;30º|25º|15º|1;3,Referenčný kód: 31.315.092.21-1 | Systém: ASTRA | Parametre: 45º|25º|1;25º|2;20º|3;30º|25º|15º|1;3,ASTRA,ASTRA,ASTRA,1
Dynamic TiBase NR G1 HC9 Comp.0092,,,,0,31.315.092.21-2,31315092212,843567350684,none,,,092,31,315,092,21,2,45º|25º|1;25º|2;20º|3;30º|25º|15º|1;3,Referenčný kód: 31.315.092.21-2 | Systém: ASTRA | Parametre: 45º|25º|1;25º|2;20º|3;30º|25º|15º|1;3,ASTRA,ASTRA,ASTRA,1
Dynamic TiBase NR G1 HC9 Comp.0102,,,,0,31.312.102.29-2,31312102292,843656873949,none,,,102,31,312,102,29,2,"10;12;38º|18º|1,8;30º|25º|20º|1;25º|15º|10º|1,8;20º|15º|3;3;1;2;4;2,5|3,9","Referenčný kód: 31.312.102.29-2 | Systém: BIOHORIZONS | Parametre: 10;12;38º|18º|1,8;30º|25º|20º|1;25º|15º|10º|1,8;20º|15º|3;3;1;2;4;2,5|3,9",BIOHORIZONS,BIOHORIZONS,BIOHORIZONS,1
Dynamic TiBase NR G1.1 Comp.0030,,,,0,31.313.030.01-2,31313030012,843656873104,none,,,030,31,313,030,01,2,"42º|25º|1,1;25º|15º|2;20º|30º|3;15º|30º|4;25º|20º|10º|1,1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;5","Referenčný kód: 31.313.030.01-2 | Systém: BIOCONCEPT | Parametre: 42º|25º|1,1;25º|15º|2;20º|30º|3;15º|30º|4;25º|20º|10º|1,1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;5",BIOCONCEPT;BIOTEM;COLLELMEDI;DENTEM;DENTIS;DENTIUM;DIO IMPLANTS;EASY IMPLANT;F&B IMPLANT (FIT & BRILLIANT);IBS;IDO IMPLANTS;IMPLANTSWISS;MEGADENT;NEOBIOTECH;OSSTEM IMPLANT;POINT IMPLANT;SEWON MEDIX;YES IMPLANT,BIOCONCEPT;DENTIS;DENTIUM;DIO IMPLANTS;IDO IMPLANTS;IMPLANTSWISS;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
Dynamic TiBase NR G1.1 Comp.0035,,,,0,31.313.035.01-2,31313035012,843656873042,none,,,035,31,313,035,01,2,"39º|18º|1,1;20º|14º|2;15º|30º|3;15º|30º|4;25º|20º|10º|1,1;20º|15º|10º|3;12;3;1;2;4;2,5|3,9","Referenčný kód: 31.313.035.01-2 | Systém: BIOCONCEPT | Parametre: 39º|18º|1,1;20º|14º|2;15º|30º|3;15º|30º|4;25º|20º|10º|1,1;20º|15º|10º|3;12;3;1;2;4;2,5|3,9",BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT,1
Dynamic TiBase NR G1.1 Comp.0125,,,,0,31.313.125.01-2,31313125012,843656873060,none,,,125,31,313,125,01,2,"10;42º|20º|1,1;25º|15º|2;30º|25º|15º|1,1;20º|15º|10º|3;3;1;2;4;1,5|2,9;2,5|3,9;3,5|4,9","Referenčný kód: 31.313.125.01-2 | Systém: MEDENTIS | Parametre: 10;42º|20º|1,1;25º|15º|2;30º|25º|15º|1,1;20º|15º|10º|3;3;1;2;4;1,5|2,9;2,5|3,9;3,5|4,9",MEDENTIS,MEDENTIS,MEDENTIS,1
Dynamic TiBase NR G1.1 HC9 Comp.0030,,,,0,31.313.030.21-2,31313030212,843656873316,none,,,030,31,313,030,21,2,"42º|25º|1,1;25º|15º|2;20º|30º|3;15º|30º|4;25º|20º|10º|1,1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;5","Referenčný kód: 31.313.030.21-2 | Systém: BIOCONCEPT | Parametre: 42º|25º|1,1;25º|15º|2;20º|30º|3;15º|30º|4;25º|20º|10º|1,1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;5",BIOCONCEPT;BIOTEM;COLLELMEDI;DENTEM;DENTIS;DENTIUM;DIO IMPLANTS;EASY IMPLANT;F&B IMPLANT (FIT & BRILLIANT);IBS;IDO IMPLANTS;IMPLANTSWISS;MEGADENT;NEOBIOTECH;OSSTEM IMPLANT;POINT IMPLANT;SEWON MEDIX;YES IMPLANT,BIOCONCEPT;DENTIS;DENTIUM;DIO IMPLANTS;IDO IMPLANTS;IMPLANTSWISS;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
Dynamic TiBase NR G1.1 HC9 Comp.0035,,,,0,31.313.035.21-2,31313035212,843656873532,none,,,035,31,313,035,21,2,"39º|18º|1,1;20º|14º|2;15º|30º|3;15º|30º|4;25º|20º|10º|1,1;20º|15º|10º|3;12;3;1;2;4;2,5|3,9","Referenčný kód: 31.313.035.21-2 | Systém: BIOCONCEPT | Parametre: 39º|18º|1,1;20º|14º|2;15º|30º|3;15º|30º|4;25º|20º|10º|1,1;20º|15º|10º|3;12;3;1;2;4;2,5|3,9",BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT,1
Dynamic TiBase NR G1.1 HC9 Comp.0125,,,,0,31.313.125.21-2,31313125212,843656873299,none,,,125,31,313,125,21,2,"10;42º|20º|1,1;25º|15º|2;30º|25º|15º|1,1;20º|15º|10º|3;3;1;2;4;1,5|2,9;2,5|3,9;3,5|4,9","Referenčný kód: 31.313.125.21-2 | Systém: MEDENTIS | Parametre: 10;42º|20º|1,1;25º|15º|2;30º|25º|15º|1,1;20º|15º|10º|3;3;1;2;4;1,5|2,9;2,5|3,9;3,5|4,9",MEDENTIS,MEDENTIS,MEDENTIS,1
Dynamic TiBase NR G1.2 Comp.0001,,,,0,31.312.001.02-2,31312001022,843656873534,none,,,001,31,312,001,02,2,"43º|29º|0,3;25º|22º|1,2;25º|2;20º|3;25º|20º|10º|0,3;25º|20º|10º|2;3;1;2;4","Referenčný kód: 31.312.001.02-2 | Systém: BIOMET 3L | Parametre: 43º|29º|0,3;25º|22º|1,2;25º|2;20º|3;25º|20º|10º|0,3;25º|20º|10º|2;3;1;2;4",BIOMET 3L,,BIOMET 3L,0
Dynamic TiBase NR G1.2 Comp.0002,,,,0,31.313.002.02-2,31313002022,843656873619,none,,,002,31,313,002,02,2,"45º|29º|0,3;25º|22º|1,2;25º|20º|10º|0,3;10;3;1;2;4;45º|1,6|0,35|20|7|2,79|4,86|5,44;1,6|0,35|20|9,3|3,3|7,3|2|2,3;45º|72|0,353|25|8,17|3|5,31|5,87;45º|1,8|0,35|25|7|3,2|5,2|2,5","Referenčný kód: 31.313.002.02-2 | Systém: BIOMET 3L | Parametre: 45º|29º|0,3;25º|22º|1,2;25º|20º|10º|0,3;10;3;1;2;4;45º|1,6|0,35|20|7|2,79|4,86|5,44;1,6|0,35|20|9,3|3,3|7,3|2|2,3;45º|72|0,353|25|8,17|3|5,31|5,87;45º|1,8|0,35|25|7|3,2|5,2|2,5",BIOMET 3L,,BIOMET 3L,0
Dynamic TiBase NR G1.2 Comp.0006,,,,0,31.312.006.01-2,31312006012,843656873017,none,,,006,31,312,006,01,2,"40º|20º|1,2;25º|12º|2;20º|30º|3;15º|30º|4;30º|20º|15º|1.2;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9","Referenčný kód: 31.312.006.01-2 | Systém: ASTRA | Parametre: 40º|20º|1,2;25º|12º|2;20º|30º|3;15º|30º|4;30º|20º|15º|1.2;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9",ASTRA,ASTRA,ASTRA,1
Dynamic TiBase NR G1.2 Comp.0014,,,,0,31.312.014.01-2,31312014012,843656873058,none,,,014,31,312,014,01,2,"41º|23º|1,2;25º|17º|2;20º|25º|3;25º|20º|15º|3;10;3;2;4;3,5|4,9;4,5|5,9;45º|1,4|0,3|15|4,45|2,3|2,48|1,97;45º|1,6|0,35|20|7,9|2,3|5,42|6,46","Referenčný kód: 31.312.014.01-2 | Systém: DENTIS | Parametre: 41º|23º|1,2;25º|17º|2;20º|25º|3;25º|20º|15º|3;10;3;2;4;3,5|4,9;4,5|5,9;45º|1,4|0,3|15|4,45|2,3|2,48|1,97;45º|1,6|0,35|20|7,9|2,3|5,42|6,46",DENTIS;DIO IMPLANT;MEGAGEN,DENTIS;MEGAGEN,DENTIS,1
Dynamic TiBase NR G1.2 Comp.0018,,,,0,31.314.018.01-2,31314018012,843656873084,none,,,018,31,314,018,01,2,"39º|18º|1,2;3","Referenčný kód: 31.314.018.01-2 | Systém: MIS | Parametre: 39º|18º|1,2;3",MIS,MIS,MIS,1
Dynamic TiBase NR G1.2 Comp.0026,,,,0,31.312.026.02-2,31312026022,843656873625,none,,,026,31,312,026,02,2,"45º|29º|0,5;25º|22º|1,2;25º|20º|10º|0,5;3","Referenčný kód: 31.312.026.02-2 | Systém: ACE | Parametre: 45º|29º|0,5;25º|22º|1,2;25º|20º|10º|0,5;3",ACE;IMPLANT DIRECT;NOBEL BIOCARE;SOUTHERN IMPLANTS;TREE-OSS,ACE;IMPLANT DIRECT;NOBEL BIOCARE;SOUTHERN IMPLANTS,ACE,1
Dynamic TiBase NR G1.2 Comp.0027,,,,0,31.313.027.02-2,31313027022,843656873514,none,,,027,31,313,027,02,2,"35º|29º|0,3;25º|22º|1,2;25º|20º|10º|0,3;3","Referenčný kód: 31.313.027.02-2 | Systém: IMPLANT DIRECT | Parametre: 35º|29º|0,3;25º|22º|1,2;25º|20º|10º|0,3;3",ADIN;IMPLANT DIRECT;NOBEL BIOCARE;SOUTHERN IMPLANTS;TREE-OSS,IMPLANT DIRECT;NOBEL BIOCARE;SOUTHERN IMPLANTS,IMPLANT DIRECT,1
Dynamic TiBase NR G1.2 Comp.0029,,,,0,31.312.029.01-2,31312029012,843656873103,none,,,029,31,312,029,01,2,"30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9","Referenčný kód: 31.312.029.01-2 | Systém: BIOCONCEPT | Parametre: 30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9",BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT;PALTOP;SEWON MEDIX,BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
Dynamic TiBase NR G1.2 Comp.0029,,,,0,31.312.029.01-2,31312029012,843656873103,none,,,029,31,312,029,01,2,"30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9","Referenčný kód: 31.312.029.01-2 | Systém: BIOCONCEPT | Parametre: 30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9",BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT;PALTOP;SEWON MEDIX,BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
Dynamic TiBase NR G1.2 Comp.0082,,,,0,31.312.082.01-2,31312082012,843656873076,none,,,082,31,312,082,01,2,"45º|25º|1,2;3;1;2;4;2|25|8,2|4,7|6,7|1,5|2,4|1,70","Referenčný kód: 31.312.082.01-2 | Systém: KLOCKNER | Parametre: 45º|25º|1,2;3;1;2;4;2|25|8,2|4,7|6,7|1,5|2,4|1,70",KLOCKNER,KLOCKNER,KLOCKNER,1
Dynamic TiBase NR G1.2 Comp.0083,,,,0,31.313.083.01-2,31313083012,843656873077,none,,,083,31,313,083,01,2,"45º|25º|1,2;3;1;2;4;24;60º|45º|1,8|25|8,3|4,25|6,79|6,95","Referenčný kód: 31.313.083.01-2 | Systém: KLOCKNER | Parametre: 45º|25º|1,2;3;1;2;4;24;60º|45º|1,8|25|8,3|4,25|6,79|6,95",KLOCKNER,KLOCKNER,KLOCKNER,1
Dynamic TiBase NR G1.2 Comp.0091,,,,0,31.314.091.01-2,31314091012,843656873019,none,,,091,31,314,091,01,2,"20º|3;38º|18º|1,2;25º|2;20º|25º|3;15º|25º|4;30º|25º|15º|1,2;3;1;2;4","Referenčný kód: 31.314.091.01-2 | Systém: ASTRA | Parametre: 20º|3;38º|18º|1,2;25º|2;20º|25º|3;15º|25º|4;30º|25º|15º|1,2;3;1;2;4",ASTRA,ASTRA,ASTRA,1
Dynamic TiBase NR G1.2 Comp.0109,,,,0,31.312.109.01-2,31312109012,843656873024,none,,,109,31,312,109,01,2,"10;12;45º|29º|1,2;3","Referenčný kód: 31.312.109.01-2 | Systém: ASTRA | Parametre: 10;12;45º|29º|1,2;3",ASTRA;CORTEX;MOZO-GRAU (TICARE);SOUTHERN IMPLANTS,ASTRA;CORTEX;SOUTHERN IMPLANTS,ASTRA,1
Dynamic TiBase NR G1.2 Comp.0186,,,,0,31.313.186.01-2,31313186012,843656873587,none,,,186,31,313,186,01,2,"40º|30º|1,2;20º|18º|2,5;15º|3,5;30º|25º|15º|1,2;30º|25º|15º|2,5;10;3;1;2;4;5;2,5|3,9","Referenčný kód: 31.313.186.01-2 | Systém: NEODENT | Parametre: 40º|30º|1,2;20º|18º|2,5;15º|3,5;30º|25º|15º|1,2;30º|25º|15º|2,5;10;3;1;2;4;5;2,5|3,9",NEODENT,NEODENT,NEODENT,1
Dynamic TiBase NR G1.2 Comp.0197,,,,0,31.312.197.01-2,31312197012,843656873913,none,,,197,31,312,197,01,2,"35º|25º|1,2;20º|25º|2;20º|3","Referenčný kód: 31.312.197.01-2 | Systém: GC TECH | Parametre: 35º|25º|1,2;20º|25º|2;20º|3",GC TECH,GC TECH,GC TECH,1
Dynamic TiBase NR G1.2 Comp.0198,,,,0,31.314.198.01-2,31314198012,843567350185,none,,,198,31,314,198,01,2,"40º|1,2","Referenčný kód: 31.314.198.01-2 | Systém: GC TECH | Parametre: 40º|1,2",GC TECH,GC TECH,GC TECH,1
